circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:3900408|3909477	1	3900408	3909477	1	1_1_0	65	0.030	exon	ENSRNOG00000013351,	-	NB501259:26:HYTWLBGXX:2:21210:6507:4981,
1:6800132|6819230	1	6800132	6819230	1	1_1_0	12	0.143	exon	ENSRNOG00000011058,	-	NB501259:26:HYTWLBGXX:2:22312:20636:11651,
1:7973764|7976859	1	7973764	7976859	1	1_1_0	4	0.333	intron	ENSRNOG00000010753,	-	NB501259:26:HYTWLBGXX:4:23405:22539:10867,
1:15706375|15708196	1	15706375	15708196	1	1_1_0	2	0.500	intron	ENSRNOG00000012701,	-	NB501259:26:HYTWLBGXX:1:12211:14315:7863,
1:21142145|21164430	1	21142145	21164430	1	1_0_1	0	1	exon	ENSRNOG00000013202,	+	NB501259:26:HYTWLBGXX:3:13511:5910:2508,
1:61432869|61456266	1	61432869	61456266	1	1_1_0	14	0.125	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:22506:23803:20052,
1:62234167|62274596	1	62234167	62274596	2	1_2_0	4	0.500	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:13610:18475:18501,NB501259:26:HYTWLBGXX:2:11204:18688:15838,
1:62330221|62374657	1	62330221	62374657	2	2_2_0	22	0.154	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:23611:11937:6963,NB501259:26:HYTWLBGXX:1:13311:8703:11257,
1:62472136|62534546	1	62472136	62534546	8	7_4_0	12	0.571	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:12212:20768:5933,NB501259:26:HYTWLBGXX:4:22607:16217:14963,NB501259:26:HYTWLBGXX:4:13506:12739:8135,NB501259:26:HYTWLBGXX:3:12507:22776:6653,NB501259:26:HYTWLBGXX:2:12203:9504:4469,NB501259:26:HYTWLBGXX:1:22207:9299:8909,NB501259:26:HYTWLBGXX:2:22306:11811:2527,NB501259:26:HYTWLBGXX:1:12105:12276:12794,
1:65115127|65166133	1	65115127	65166133	2	2_2_0	6	0.400	intron	ENSRNOG00000055298,	-	NB501259:26:HYTWLBGXX:4:12501:14410:14696,NB501259:26:HYTWLBGXX:1:22306:9743:2942,
1:73746711|73747791	1	73746711	73747791	1	1_1_0	75	0.026	exon	ENSRNOG00000032699,	-	NB501259:26:HYTWLBGXX:1:21310:6824:5197,
1:77836524|77841349	1	77836524	77841349	2	2_1_0	15	0.211	exon	ENSRNOG00000013023,	-	NB501259:26:HYTWLBGXX:1:22303:19933:16103,NB501259:26:HYTWLBGXX:4:22512:10794:16070,
1:99510577|99533851	1	99510577	99533851	1	1_1_0	8	0.200	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:13504:4357:16925,
1:116642079|116660509	1	116642079	116660509	1	1_1_0	66	0.029	intron	ENSRNOG00000015734,	+	NB501259:26:HYTWLBGXX:2:23301:22551:5478,
1:120430879|120464660	1	120430879	120464660	1	1_1_0	1	0.667	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:23310:17811:16442,
1:120893965|120955517	1	120893965	120955517	2	2_1_1	34	0.105	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:23109:22545:2947,NB501259:26:HYTWLBGXX:1:21108:7589:10469,
1:120895187|120951785	1	120895187	120951785	2	1_1_0	48	0.077	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:23609:25784:10532,NB501259:26:HYTWLBGXX:4:13602:12550:14073,
1:122605161|122778266	1	122605161	122778266	2	1_2_0	58	0.065	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:21603:15147:19182,NB501259:26:HYTWLBGXX:1:22101:18297:12397,
1:122605870|122678378	1	122605870	122678378	41	22_26_0	44	0.651	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:12208:11908:17620,NB501259:26:HYTWLBGXX:1:13305:25779:12337,NB501259:26:HYTWLBGXX:4:11401:12694:1203,NB501259:26:HYTWLBGXX:4:12410:18076:7619,NB501259:26:HYTWLBGXX:2:11110:7871:17820,NB501259:26:HYTWLBGXX:2:12103:3799:4152,NB501259:26:HYTWLBGXX:1:23305:7068:8630,NB501259:26:HYTWLBGXX:3:23401:25458:12652,NB501259:26:HYTWLBGXX:3:23412:8413:17027,NB501259:26:HYTWLBGXX:3:21509:26631:8705,NB501259:26:HYTWLBGXX:3:21510:1187:8714,NB501259:26:HYTWLBGXX:3:12405:22056:3140,NB501259:26:HYTWLBGXX:2:23210:10494:6667,NB501259:26:HYTWLBGXX:4:23504:22907:11434,NB501259:26:HYTWLBGXX:4:13606:25219:10875,NB501259:26:HYTWLBGXX:1:21102:24147:17926,NB501259:26:HYTWLBGXX:3:13510:6895:14613,NB501259:26:HYTWLBGXX:3:13609:17660:14622,NB501259:26:HYTWLBGXX:1:12307:23576:2267,NB501259:26:HYTWLBGXX:1:13105:11969:7953,NB501259:26:HYTWLBGXX:4:11408:17800:4982,NB501259:26:HYTWLBGXX:4:12408:1754:17507,NB501259:26:HYTWLBGXX:2:12211:25500:8892,NB501259:26:HYTWLBGXX:2:13308:16600:1111,NB501259:26:HYTWLBGXX:2:11107:6019:16964,NB501259:26:HYTWLBGXX:2:11203:22618:16038,NB501259:26:HYTWLBGXX:2:11301:23920:10420,NB501259:26:HYTWLBGXX:1:23211:13140:10703,NB501259:26:HYTWLBGXX:3:23506:14276:12966,NB501259:26:HYTWLBGXX:3:21607:9363:10681,NB501259:26:HYTWLBGXX:3:22402:5100:7290,NB501259:26:HYTWLBGXX:3:22410:16287:16650,NB501259:26:HYTWLBGXX:3:22503:23734:4508,NB501259:26:HYTWLBGXX:2:22302:5298:4676,NB501259:26:HYTWLBGXX:2:23210:5901:3659,NB501259:26:HYTWLBGXX:4:23407:6693:10052,NB501259:26:HYTWLBGXX:4:12606:19432:2814,NB501259:26:HYTWLBGXX:1:11203:8992:5435,NB501259:26:HYTWLBGXX:1:11311:5596:10510,NB501259:26:HYTWLBGXX:1:11311:5286:18180,NB501259:26:HYTWLBGXX:1:12103:12117:13160,
1:122613645|122680102	1	122613645	122680102	10	8_0_6	25	0.444	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:21402:12831:5421,NB501259:26:HYTWLBGXX:4:22411:5016:12226,NB501259:26:HYTWLBGXX:2:12212:7086:16947,NB501259:26:HYTWLBGXX:1:23204:3049:5270,NB501259:26:HYTWLBGXX:1:22111:14131:20195,NB501259:26:HYTWLBGXX:3:13504:19461:18173,NB501259:26:HYTWLBGXX:3:22604:22163:19692,NB501259:26:HYTWLBGXX:3:23410:3556:14901,NB501259:26:HYTWLBGXX:3:21609:21769:3150,NB501259:26:HYTWLBGXX:4:23601:6745:6042,
1:122678291|122778266	1	122678291	122778266	1	1_1_0	62	0.031	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:23103:9663:10131,
1:126573474|126583015	1	126573474	126583015	5	3_3_1	6	0.625	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:1:13109:13433:9389,NB501259:26:HYTWLBGXX:1:13303:18102:5889,NB501259:26:HYTWLBGXX:2:12106:15014:1110,NB501259:26:HYTWLBGXX:2:23210:1198:15007,NB501259:26:HYTWLBGXX:2:23211:26603:14999,
1:131449048|131452460	1	131449048	131452460	1	1_1_0	39	0.049	exon	ENSRNOG00000010308,	-	NB501259:26:HYTWLBGXX:2:22203:22375:2214,
1:131552706|131577776	1	131552706	131577776	3	3_3_0	9	0.400	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:22405:10120:16775,NB501259:26:HYTWLBGXX:2:22309:16897:9486,NB501259:26:HYTWLBGXX:1:11312:16650:2693,
1:131552706|131608491	1	131552706	131608491	2	2_1_0	10	0.286	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:1:22311:5241:13473,NB501259:26:HYTWLBGXX:4:22402:17873:13582,
1:140044382|140158228	1	140044382	140158228	2	1_1_0	21	0.160	exon	ENSRNOG00000018674,	-	NB501259:26:HYTWLBGXX:4:21404:4672:17956,NB501259:26:HYTWLBGXX:3:21411:5234:1785,
1:140131618|140142798	1	140131618	140142798	1	1_1_0	21	0.087	exon	ENSRNOG00000018674,	-	NB501259:26:HYTWLBGXX:1:11106:2772:15835,
1:142407358|142418685	1	142407358	142418685	1	1_1_0	7	0.222	exon	ENSRNOG00000011975,	-	NB501259:26:HYTWLBGXX:1:11301:18402:16898,
1:144154619|144177718	1	144154619	144177718	5	4_2_0	12	0.455	exon	ENSRNOG00000019776,	+	NB501259:26:HYTWLBGXX:4:23405:3141:4756,NB501259:26:HYTWLBGXX:2:22109:6321:1314,NB501259:26:HYTWLBGXX:4:12410:17890:13450,NB501259:26:HYTWLBGXX:2:21107:7176:9867,NB501259:26:HYTWLBGXX:2:21304:16885:16928,
