Name	Description	female_mean	female_median	male_mean	male_median
ENSG00000223972.5	DDX11L1	0.0	0.0	0.022443333333333332	0.011221666666666666
ENSG00000227232.5	WASH7P	1.33	1.33	2.966666666666667	2.8088333333333333
ENSG00000278267.1	MIR6859-1	0.0	0.0	0.0	0.0
ENSG00000243485.5	MIR1302-2HG	0.0	0.0	0.012799999999999999	0.0063999999999999994
ENSG00000237613.2	FAM138A	0.017669999999999998	0.017669999999999998	0.0	0.0
ENSG00000268020.3	OR4G4P	0.0	0.0	0.013196666666666667	0.006598333333333334
ENSG00000240361.1	OR4G11P	0.0	0.0	0.018359999999999998	0.009179999999999999
ENSG00000186092.4	OR4F5	0.02347	0.02347	0.5770666666666667	0.30263333333333337
ENSG00000238009.6	RP11-34P13.7	0.0	0.0	0.00839	0.004195
ENSG00000233750.3	CICP27	0.04979	0.04979	0.10683333333333334	0.11646666666666666
ENSG00000268903.1	RP11-34P13.15	7.42	7.42	9.183666666666666	9.198333333333332
ENSG00000269981.1	RP11-34P13.16	4.628	4.628	15.457333333333333	16.898666666666667
ENSG00000239906.1	RP11-34P13.14	0.0	0.0	0.24043333333333336	0.12021666666666668
ENSG00000241860.6	RP11-34P13.13	0.003478	0.003478	0.09993666666666667	0.10426833333333334
ENSG00000222623.1	RNU6-1100P	0.0	0.0	0.0	0.0
ENSG00000241599.1	RP11-34P13.9	0.0	0.0	0.0	0.0
ENSG00000279928.2	ABC7-43046700E7.1	0.0	0.0	0.4156666666666667	0.29533333333333334
ENSG00000279457.4	RP11-34P13.18	5.043	5.043	11.106333333333332	11.073166666666665
ENSG00000273874.1	MIR6859-2	0.0	0.0	0.0	0.0
ENSG00000228463.9	AP006222.2	0.1745	0.1745	0.3243966666666666	0.2550483333333333
ENSG00000236679.2	RPL23AP24	0.05596	0.05596	0.02519666666666667	0.012598333333333335
ENSG00000236743.1	RP5-857K21.15	0.0	0.0	0.0	0.0
ENSG00000236601.2	RP4-669L17.2	0.0	0.0	0.0114	0.0057
ENSG00000237094.11	RP4-669L17.10	0.07107000000000001	0.07107000000000001	0.31383333333333335	0.2862166666666667
ENSG00000269732.1	WBP1LP7	0.0	0.0	0.030536666666666667	0.015268333333333333
ENSG00000278566.1	OR4F29	0.02294	0.02294	0.058563333333333335	0.07063666666666667
ENSG00000233653.3	CICP7	0.0	0.0	0.0	0.0
ENSG00000250575.1	RP4-669L17.8	0.0	0.0	0.00783	0.003915
ENSG00000278757.1	U6	0.0	0.0	0.0	0.0
ENSG00000230021.8	RP5-857K21.4	0.0	0.0	0.012723666666666666	0.013261833333333334
ENSG00000235146.2	RP5-857K21.2	0.0	0.0	0.0	0.0
ENSG00000225972.1	MTND1P23	13.21	13.21	10.258333333333333	10.559166666666666
ENSG00000225630.1	MTND2P28	808.5	808.5	902.8666666666667	911.9833333333333
ENSG00000237973.1	MTCO1P12	23.59	23.59	57.626666666666665	39.193333333333335
ENSG00000229344.1	MTCO2P12	25.53	25.53	15.385	16.2675
ENSG00000240409.1	MTATP8P1	6.557	6.557	8.589333333333334	9.251666666666667
ENSG00000248527.1	MTATP6P1	7378.0	7378.0	6423.666666666667	6548.333333333334
ENSG00000198744.5	MTCO3P12	17.48	17.48	75.18	47.425000000000004
ENSG00000268663.1	WBP1LP6	0.05081	0.05081	0.026143333333333334	0.013071666666666667
ENSG00000273547.1	OR4F16	0.0	0.0	0.011803333333333334	0.005901666666666667
ENSG00000283574.1	RP11-206L10.17	0.0	0.0	0.0	0.0
