Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.079559	0.018210	0.056316
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.000000	0.000000	0.000000
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	19.372990	7.509407	23.223396
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.045406	0.010393	0.032141
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.094508	0.021632	0.066898
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	0.845348	0.889842	2.751901
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.084676	0.019991	0.061824
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.201939	0.046221	0.142943
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	2.336296	0.534749	1.653750
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	9.792624	4.901752	15.159030
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	2.213913	0.506737	1.567121
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	8.453609	5.339811	16.513763
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.372899	0.085352	0.263957
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	20.873837	22.323257	69.036324
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	9.818408	2.247310	6.949974
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	8.091809	1.852114	5.727799
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	11.039858	16.283131	50.356789
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.000000	0.000000	0.000000
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.267916	0.061323	0.189645
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.451511	0.103345	0.319603
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	47.817787	62.138378	192.167526
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	23.508633	12.090011	37.389256
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	1.203413	0.275446	0.851838
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	11.867490	10.045736	31.067184
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	3.551848	0.812973	2.514181
