Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.076499	0.007338	0.023308
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.123222	0.040050	0.127206
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	7.076987	1.620950	5.148389
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.128424	0.012707	0.040360
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	28.847883	4.633468	14.716615
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.126462	0.012131	0.038530
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.078755	0.007555	0.023995
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.140227	0.013452	0.042724
ENSMUSG00000118917	AC129937.1	1	+	4599240	4599346	0.719626	0.069032	0.219255
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.081140	0.007784	0.024722
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	3.669317	0.351987	1.117966
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	19.048428	4.286685	13.615180
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	3.902609	0.374366	1.189045
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	15.018765	4.095647	13.008413
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.407233	0.039065	0.124076
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	51.483074	23.224400	73.764305
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	20.810946	1.996334	6.340669
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	17.497749	1.678509	5.331206
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	34.478222	21.376648	67.895569
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.000000	0.000000	0.000000
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.187847	0.018020	0.057233
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	1.372168	0.131628	0.418071
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	111.615852	61.373238	194.930969
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	54.432407	11.495403	36.511189
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	4.113760	0.394621	1.253378
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	23.109545	7.455605	23.680161
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	6.628687	0.635879	2.019650
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.156495	0.015012	0.047681
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	2.142715	0.205545	0.652841
ENSMUSG00000033740	St18	1	+	6557455	6931164	7.088573	1.719089	5.460094
ENSMUSG00000103329	Gm42492	1	-	6931461	6934375	2.149914	0.206235	0.655035
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	1.036741	0.099452	0.315874
ENSMUSG00000051285	Pcmtd1	1	+	7159144	7243852	136.403152	18.887775	59.990517
ENSMUSG00000098201	Gm26983	1	-	7206423	7206810	0.000000	0.000000	0.000000
ENSMUSG00000103509	Gm38372	1	+	7218334	7222361	9.723436	0.932741	2.962532
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	1.854370	0.177884	0.564989
ENSMUSG00000097797	Gm26901	1	-	7419630	7468093	0.321526	0.625011	1.985131
ENSMUSG00000103067	Gm30414	1	+	7568192	7588373	0.000000	0.000000	0.000000
ENSMUSG00000025909	Sntg1	1	-	8431699	9370103	2.737963	3.677183	11.679306
ENSMUSG00000102647	Gm38024	1	-	8521184	8523715	0.595182	0.057094	0.181340
ENSMUSG00000086235	Gm16284	1	-	8538650	8539049	1.490000	0.142931	0.453972
ENSMUSG00000102253	Gm38259	1	-	8598004	8601537	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8713920	8715083	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8862147	8862386	2.500000	0.239818	0.761699
ENSMUSG00000103933	Gm36964	1	+	8886066	8886263	0.500008	0.047964	0.152342
ENSMUSG00000086195	Gm6152	1	-	8926152	8926491	0.000000	0.000000	0.000000
ENSMUSG00000104504	Gm7445	1	+	8926987	8927326	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	9033220	9033845	0.973643	0.093399	0.296649
ENSMUSG00000102316	Gm37629	1	-	9261292	9262341	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9328842	9329359	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9357147	9360405	0.000000	0.000000	0.000000
ENSMUSG00000102272	Gm7512	1	+	9520804	9521973	0.255556	0.024515	0.077863
ENSMUSG00000103411	Gm18300	1	-	9569563	9571747	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9615633	9617680	60.125000	5.767619	18.318855
ENSMUSG00000025911	Adhfe1	1	+	9618173	9650898	33.217312	4.573922	14.527488
ENSMUSG00000079671	2610203C22Rik	1	-	9631057	9701400	0.158651	0.346743	1.101310
ENSMUSG00000081441	Gm6161	1	+	9644773	9645874	3.997677	0.383486	1.218010
ENSMUSG00000067879	Vxn	1	+	9671424	9697368	50.527386	4.846947	15.394658
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	2.135320	0.236109	0.749919
ENSMUSG00000045210	Vcpip1	1	-	9788847	9818607	47.058941	4.514229	14.337894
ENSMUSG00000097893	1700034P13Rik	1	+	9817873	9862149	0.070777	0.029814	0.094695
ENSMUSG00000025915	Sgk3	1	+	9868332	9971070	8.765676	7.936478	25.207491
ENSMUSG00000046334	Gm6195	1	-	9872422	9872778	0.000000	0.000000	0.000000
ENSMUSG00000046101	Mcmdc2	1	+	9978863	10012310	3.453917	0.942609	2.993873
ENSMUSG00000098234	Snhg6	1	-	10012184	10014343	65.691490	13.228563	42.015976
ENSMUSG00000093178	Snord87	1	-	10012688	10012774	9.425287	0.904141	2.871692
ENSMUSG00000099032	Tcf24	1	-	10030388	10038157	0.716671	0.072878	0.231473
ENSMUSG00000104025	E330040D14Rik	1	+	10037539	10038912	0.000000	0.000000	0.000000
ENSMUSG00000025916	Ppp1r42	1	-	10038849	10079361	3.003283	0.337538	1.072072
ENSMUSG00000087199	Gm15818	1	+	10052612	10062591	0.817073	0.078379	0.248945
ENSMUSG00000025917	Cops5	1	-	10094826	10108393	113.924904	25.087440	79.681618
ENSMUSG00000056763	Cspp1	1	+	10108212	10206993	5.855588	3.791382	12.042020
ENSMUSG00000102356	1700047N06Rik	1	-	10127250	10128169	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10207796	10302895	71.292740	11.223439	35.647388
ENSMUSG00000102556	Gm37569	1	-	10267306	10269027	0.000000	0.000000	0.000000
ENSMUSG00000042501	Cpa6	1	-	10394945	10790170	0.038596	0.028081	0.089190
ENSMUSG00000103810	Gm38005	1	-	10519470	10522214	0.000000	0.000000	0.000000
ENSMUSG00000083422	Gm15604	1	-	10624323	10625778	0.000000	0.000000	0.000000
ENSMUSG00000119312	AC102469.1	1	-	10625779	10625885	0.000000	0.000000	0.000000
ENSMUSG00000081417	Gm15603	1	+	10765348	10765839	0.000000	0.000000	0.000000
ENSMUSG00000100212	Gm5522	1	+	10875505	10876746	0.741143	0.071096	0.225811
ENSMUSG00000048960	Prex2	1	+	11063689	11373905	19.874144	4.310562	13.691017
ENSMUSG00000077318	Gm24173	1	-	11204335	11204462	0.000000	0.000000	0.000000
