Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.605875	0.101912	0.303144
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.000000	0.000000	0.000000
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	29.292255	8.257967	24.563965
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.072759	0.012238	0.036404
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.030071	0.005058	0.015046
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.144411	0.701600	2.086964
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.133879	0.023228	0.069093
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.000000	0.000000	0.000000
ENSMUSG00000118917	AC129937.1	1	+	4599240	4599346	1.000000	0.168206	0.500341
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.065633	0.011040	0.032839
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.094218	0.015848	0.047141
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.201769	0.033939	0.100953
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	3.446211	0.579673	1.724282
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	13.526865	4.955869	14.741615
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	1.546957	0.260207	0.774007
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	10.891085	5.096078	15.158680
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.090303	0.015189	0.045182
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	32.751945	25.864391	76.935638
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	14.920398	2.509699	7.465293
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.000395	0.000066	0.000198
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	14.423943	2.426192	7.216896
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	17.545229	18.909840	56.248783
