Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.340269	0.044085	0.144067
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.055064	0.024172	0.078993
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	26.914013	5.828584	19.047619
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.144830	0.018764	0.061320
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	5.573133	1.790880	5.852538
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.058283	0.007789	0.025453
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.439318	0.056917	0.186004
ENSMUSG00000118917	AC129937.1	1	+	4599240	4599346	1.000000	0.129558	0.423392
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	2.850795	0.369344	1.207003
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	14.976374	4.431527	14.482083
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	2.171739	0.281366	0.919496
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	11.041845	3.979016	13.003293
