Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.466952	0.092467	0.282261
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.000000	0.000000	0.000000
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.120447	0.023851	0.072807
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.025850	0.005119	0.015626
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.487823	1.108156	3.382705
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.125508	0.025636	0.078254
ENSMUSG00000064842	Gm26206	1	+	3172239	3172348	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	23.366755	7.752868	23.666048
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.062417	0.012360	0.037729
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.147284	0.029166	0.089029
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	2.693171	0.533308	1.627953
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	12.372100	5.131704	15.664803
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	2.782609	0.551019	1.682016
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	8.342075	4.557754	13.912790
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.084600	0.016753	0.051139
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	24.779461	23.004156	70.221436
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	13.104478	2.594981	7.921321
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	10.090909	1.998227	6.099696
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	12.908665	14.930435	45.575958
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	2.202206	0.436086	1.331177
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.227665	0.045083	0.137618
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.000000	0.000000	0.000000
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	56.155262	61.581264	187.980148
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	26.876188	11.824823	36.095913
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	1.998916	0.395830	1.208293
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	13.767665	10.771846	32.881641
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	3.608111	0.714487	2.181010
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.467919	0.092658	0.282845
