Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.247246	0.019453	0.064350
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.015995	0.002589	0.008563
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	36.935593	4.837749	16.002794
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.515243	0.040539	0.134100
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.152741	0.012018	0.039753
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.395520	0.031119	0.102940
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	12.245470	2.250526	7.444516
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.083685	0.006792	0.022466
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.157807	0.012416	0.041072
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.000000	0.000000	0.000000
ENSMUSG00000103265	Gm2053	1	-	4805269	4805899	0.148970	0.011721	0.038772
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	4.443405	0.349607	1.156464
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	24.238012	4.496617	14.874361
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	2.722609	0.214215	0.708600
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	16.481829	3.656317	12.094731
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.681771	0.053642	0.177441
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	58.064541	21.475674	71.039391
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	27.411278	2.156716	7.134200
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	26.684969	2.099570	6.945167
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	46.369350	23.028011	76.174370
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.352941	0.027769	0.091858
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.085788	0.006750	0.022328
