Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.484700	0.054547	0.179731
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.078703	0.030010	0.098883
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	34.825893	6.528203	21.510220
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.083001	0.009341	0.030778
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.378030	0.042543	0.140177
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	6.591279	2.270616	7.481608
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.257942	0.029942	0.098657
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.217319	0.024457	0.080584
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.084577	0.009518	0.031362
ENSMUSG00000103265	Gm2053	1	-	4805269	4805899	0.171157	0.019262	0.063467
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	4.151076	0.467154	1.539257
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	17.596088	4.533055	14.936273
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	1.030870	0.116012	0.382256
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	14.599705	4.647266	15.312596
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.345579	0.038891	0.128144
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	39.001133	20.612514	67.917587
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	14.222222	1.600541	5.273730
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	15.248425	1.716027	5.654256
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	22.126934	16.250719	53.545605
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	1.029432	0.115850	0.381723
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.000000	0.000000	0.000000
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.161898	0.018220	0.060033
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.406825	0.045783	0.150854
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	90.321701	59.030334	194.503082
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	30.308987	7.303282	24.064085
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	2.966685	0.333865	1.100074
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	20.135303	7.429419	24.479700
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	3.555171	0.400092	1.318290
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.187436	0.021094	0.069503
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.208920	0.023511	0.077469
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	1.667550	0.187663	0.618343
ENSMUSG00000033740	St18	1	+	6557455	6931164	5.507667	2.254159	7.427383
ENSMUSG00000103329	Gm42492	1	-	6931461	6934375	0.940309	0.105820	0.348675
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	0.000000	0.000000	0.000000
ENSMUSG00000051285	Pcmtd1	1	+	7159144	7243852	108.492035	17.961275	59.181831
ENSMUSG00000098201	Gm26983	1	-	7206423	7206810	0.000000	0.000000	0.000000
ENSMUSG00000103509	Gm38372	1	+	7218334	7222361	6.258193	0.704285	2.320596
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	1.110858	0.125014	0.411916
ENSMUSG00000097797	Gm26901	1	-	7419630	7468093	0.122786	0.267478	0.881332
ENSMUSG00000025909	Sntg1	1	-	8431699	9370103	2.198352	3.527420	11.622736
ENSMUSG00000102647	Gm38024	1	-	8521184	8523715	0.044234	0.004978	0.016402
ENSMUSG00000086235	Gm16284	1	-	8538650	8539049	0.097500	0.010972	0.036154
ENSMUSG00000102253	Gm38259	1	-	8598004	8601537	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8713920	8715083	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8862147	8862386	0.000000	0.000000	0.000000
ENSMUSG00000103933	Gm36964	1	+	8886066	8886263	0.000000	0.000000	0.000000
ENSMUSG00000086195	Gm6152	1	-	8926152	8926491	0.000000	0.000000	0.000000
ENSMUSG00000104504	Gm7445	1	+	8926987	8927326	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	9033220	9033845	1.448083	0.162964	0.536962
ENSMUSG00000102316	Gm37629	1	-	9261292	9262341	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9328842	9329359	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9357147	9360405	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9615633	9617680	51.997559	5.851702	19.281172
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	2.701592	0.522416	1.721343
ENSMUSG00000025911	Adhfe1	1	+	9618173	9650898	30.325247	4.465524	14.713760
ENSMUSG00000079671	2610203C22Rik	1	-	9631057	9701400	0.246543	0.356584	1.174933
ENSMUSG00000081441	Gm6161	1	+	9644773	9645874	3.960722	0.445732	1.468672
ENSMUSG00000067879	Vxn	1	+	9671424	9697368	322.174286	36.256855	119.465179
ENSMUSG00000045210	Vcpip1	1	-	9788847	9818607	40.651745	4.574866	15.074039
ENSMUSG00000097893	1700034P13Rik	1	+	9817873	9862149	0.095111	0.069094	0.227662
ENSMUSG00000025915	Sgk3	1	+	9868332	9971070	4.692595	4.636293	15.276440
ENSMUSG00000046334	Gm6195	1	-	9872422	9872778	0.420168	0.047285	0.155802
ENSMUSG00000046101	Mcmdc2	1	+	9978863	10012310	2.652085	0.925253	3.048680
ENSMUSG00000098234	Snhg6	1	-	10012184	10014343	47.884644	12.469561	41.086807
ENSMUSG00000093178	Snord87	1	-	10012688	10012774	4.758621	0.535526	1.764540
ENSMUSG00000099032	Tcf24	1	-	10030388	10038157	0.845738	0.101742	0.335235
ENSMUSG00000104025	E330040D14Rik	1	+	10037539	10038912	0.007146	0.000804	0.002650
ENSMUSG00000025916	Ppp1r42	1	-	10038849	10079361	2.288903	0.313807	1.033984
ENSMUSG00000087199	Gm15818	1	+	10052612	10062591	0.000000	0.000000	0.000000
ENSMUSG00000119658	AC102570.1	1	-	10080039	10080142	0.557692	0.062762	0.206797
ENSMUSG00000025917	Cops5	1	-	10094826	10108393	99.486214	25.299049	83.359573
ENSMUSG00000056763	Cspp1	1	+	10108212	10206993	4.948139	4.142658	13.649926
ENSMUSG00000102356	1700047N06Rik	1	-	10127250	10128169	0.000000	0.000000	0.000000
ENSMUSG00000067851	Arfgef1	1	-	10207796	10302895	62.229004	11.427740	37.654045
ENSMUSG00000102556	Gm37569	1	-	10267306	10269027	0.000000	0.000000	0.000000
ENSMUSG00000042501	Cpa6	1	-	10394945	10790170	0.203216	0.082301	0.271178
ENSMUSG00000103810	Gm38005	1	-	10519470	10522214	0.000000	0.000000	0.000000
ENSMUSG00000083422	Gm15604	1	-	10624323	10625778	0.000000	0.000000	0.000000
ENSMUSG00000119312	AC102469.1	1	-	10625779	10625885	0.000000	0.000000	0.000000
ENSMUSG00000081417	Gm15603	1	+	10765348	10765839	0.000000	0.000000	0.000000
ENSMUSG00000100212	Gm5522	1	+	10875505	10876746	0.635266	0.071492	0.235562
ENSMUSG00000048960	Prex2	1	+	11063689	11373905	18.896046	4.800342	15.816976
ENSMUSG00000077318	Gm24173	1	-	11204335	11204462	0.000000	0.000000	0.000000
