Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.628825	0.611341	0.988509
ENSRNOG00000023659	AABR07000147.1	1	-	1454868	1474846	0.296667	0.288419	0.466359
ENSRNOG00000040316	AABR07000145.1	1	-	1439099	1442186	0.000000	0.000000	0.000000
ENSRNOG00000061316	Ulbp1	1	+	1180932	1220916	0.012287	0.011945	0.019315
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	0.857625	0.833780	1.348181
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	6.807484	8.098619	13.095071
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	39.409912	38.314178	61.952141
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	0.969925	0.942958	1.524716
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	18.325146	17.815641	28.807016
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	11.643855	11.320114	18.304070
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	3.020618	2.936634	4.748393
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.188427	0.183188	0.296206
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	10.112180	9.831025	15.896285
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.000000	0.000000	0.000000
ENSRNOG00000016041	Zc3h12d	1	+	1938419	1972918	0.083202	0.080889	0.130793
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	14.550951	14.146382	22.874006
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	9.815917	11.099930	17.948042
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	10.686337	10.389218	16.798857
ENSRNOG00000016381	Ust	1	-	2333778	2627747	2.736997	2.660899	4.302543
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	2.098795	2.040441	3.299293
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	0.943671	0.917434	1.483445
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.030680	0.123080	0.199014
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.061760	0.060043	0.097086
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	18.887138	20.729570	33.518696
ENSRNOG00000061755	-	1	-	3952552	3952682	3.870229	3.762623	6.083976
ENSRNOG00000041566	AABR07000220.1	1	-	5168027	5168116	0.066667	0.064813	0.104800
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	1.604278	1.559673	2.521915
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	10.060436	9.874808	15.967080
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	7.152050	6.980400	11.286963
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	8.834529	8.588898	13.887825
ENSRNOG00000040242	Epm2a	1	+	5448958	5571512	7.552931	7.342932	11.873161
ENSRNOG00000051844	AABR07000248.1	1	-	6278881	6279793	0.014427	0.014026	0.022679
ENSRNOG00000014908	Sf3b5	1	+	7101715	7102426	6.640450	6.455822	10.438746
ENSRNOG00000036310	AABR07000257.1	1	+	7171507	7171614	0.033333	0.032406	0.052399
ENSRNOG00000025587	Plagl1	1	+	7252349	7259035	0.576691	0.560657	0.906555
ENSRNOG00000042705	Zc2hc1b	1	-	7294027	7322455	0.000000	0.000000	0.000000
ENSRNOG00000043188	AABR07000261.1	1	+	7305658	7313200	0.000000	0.000000	0.000000
ENSRNOG00000015217	Ltv1	1	-	7323040	7335936	6.150609	5.979600	9.668719
ENSRNOG00000015551	Fuca2	1	+	7658890	7673683	3.924894	3.815768	6.169909
ENSRNOG00000015473	Phactr2	1	-	7355154	7480825	0.532592	0.524946	0.848812
