Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.697405	0.508858	0.721897
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	0.618726	0.451450	0.640455
ENSRNOG00000061806	AABR07000158.2	1	-	1628117	1628234	0.063559	0.046375	0.065791
ENSRNOG00000023659	AABR07000147.1	1	-	1454868	1474846	0.166667	0.121608	0.172520
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	48.673294	35.514206	50.382664
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	0.000000	0.000000	0.000000
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	16.544445	12.071567	17.125473
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	3.940347	2.875053	4.078729
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	2.098875	1.531433	2.172586
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.186328	0.135953	0.192872
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	6.837340	4.988828	7.077462
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.000000	0.000000	0.000000
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	9.718498	7.091050	10.059804
ENSRNOG00000016041	Zc3h12d	1	+	1938419	1972918	0.017502	0.012770	0.018117
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	13.993207	10.210069	14.484637
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	9.686270	7.192470	10.203683
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	9.205317	6.716610	9.528601
ENSRNOG00000016381	Ust	1	-	2333778	2627747	5.015211	3.659322	5.191341
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.225373	0.164442	0.233288
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	3.022088	2.205050	3.128221
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	21.455019	16.768965	23.789492
ENSRNOG00000061755	-	1	-	3952552	3952682	4.343512	3.169220	4.496053
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	1.451254	1.058900	1.502221
ENSRNOG00000057302	-	1	+	4731937	4732067	0.290076	0.211652	0.300263
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.060876	0.183287	0.260022
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	3.490196	2.546603	3.612769
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	5.010449	3.655847	5.186412
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	6.498043	4.741262	6.726249
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	9.656094	7.112286	10.089930
ENSRNOG00000040242	Epm2a	1	+	5448958	5571512	4.183727	3.052634	4.330656
ENSRNOG00000051844	AABR07000248.1	1	-	6278881	6279793	0.049982	0.036469	0.051737
ENSRNOG00000014908	Sf3b5	1	+	7101715	7102426	5.092697	3.715859	5.271548
ENSRNOG00000036310	AABR07000257.1	1	+	7171507	7171614	0.030556	0.022295	0.031629
ENSRNOG00000025587	Plagl1	1	+	7252349	7259035	0.421156	0.307294	0.435947
ENSRNOG00000042705	Zc2hc1b	1	-	7294027	7322455	0.021277	0.016124	0.022875
ENSRNOG00000043188	AABR07000261.1	1	+	7305658	7313200	0.000000	0.000000	0.000000
ENSRNOG00000015217	Ltv1	1	-	7323040	7335936	3.686342	2.689720	3.815803
ENSRNOG00000015551	Fuca2	1	+	7658890	7673683	1.301030	0.949290	1.346721
ENSRNOG00000015660	Pex3	1	-	7685338	7726401	3.538852	2.582104	3.663134
ENSRNOG00000046983	Adat2	1	+	7726529	7742484	0.265271	0.193554	0.274587
ENSRNOG00000015473	Phactr2	1	-	7355154	7480825	0.922183	0.682173	0.967773
ENSRNOG00000011058	Utrn	1	-	6451810	6970040	10.796296	8.049005	11.418818
ENSRNOG00000010753	Aig1	1	-	7816838	8038665	9.121127	6.655182	9.441454
ENSRNOG00000011399	AABR07000292.1	1	-	8465333	8466091	0.994401	0.725559	1.029324
ENSRNOG00000011015	Hivep2	1	+	8310577	8333885	18.179031	13.264233	18.817465
ENSRNOG00000012103	Nmbr	1	+	8933831	8944987	1.632525	1.587438	2.252038
ENSRNOG00000011411	Adgrg6	1	-	8593075	8751198	1.415901	1.033105	1.465626
ENSRNOG00000011540	Vta1	1	-	8830411	8878244	12.684058	9.596405	13.614057
ENSRNOG00000060990	AABR07000382.1	1	+	11766992	11772215	0.000000	0.000000	0.000000
ENSRNOG00000058425	AABR07000385.2	1	-	11834038	11840581	0.810669	0.591500	0.839139
ENSRNOG00000051831	5_8S_rRNA	1	-	11906441	11906593	2.279570	1.663276	2.359627
ENSRNOG00000052007	AABR07000392.1	1	-	11915537	11915623	0.062397	0.045528	0.064588
ENSRNOG00000061685	AABR07000398.2	1	+	11962750	11962836	0.062397	0.045528	0.064588
ENSRNOG00000047746	AABR07000398.1	1	+	11963836	11968939	0.000000	0.000000	0.000000
ENSRNOG00000053888	5_8S_rRNA	1	+	11970092	11970244	1.404003	1.024423	1.453310
ENSRNOG00000055836	AABR07000402.1	1	+	11974142	11974190	101.972794	74.403908	105.553993
ENSRNOG00000060657	AABR07000404.1	1	+	11975022	11975070	97.178749	70.905952	100.591591
ENSRNOG00000059898	LOC100909599	1	-	11982257	11995787	0.000000	0.000000	0.000000
ENSRNOG00000055789	AABR07000411.1	1	+	12006598	12136637	0.099443	0.072558	0.102935
ENSRNOG00000062232	Mcc	1	+	12006660	12128845	0.000000	0.000000	0.000000
ENSRNOG00000055972	AC128394.1	1	+	12906899	12908181	0.031255	0.022805	0.032353
ENSRNOG00000056940	Cited2	1	+	12823363	12825786	32.816319	23.944252	33.968800
ENSRNOG00000060021	Txlnb	1	+	12915734	12961670	0.000000	0.000000	0.000000
ENSRNOG00000060610	AABR07071848.1	1	-	12952553	12952906	0.087571	0.063896	0.090646
ENSRNOG00000060972	Heca	1	-	13036909	13050644	8.600334	6.275188	8.902370
ENSRNOG00000051450	Abracl	1	-	13165572	13175876	10.192938	7.437223	10.550906
ENSRNOG00000055142	Ect2l	1	-	13302256	13341952	0.065525	0.047810	0.067826
ENSRNOG00000059224	Reps1	1	+	13212324	13298347	5.362649	4.254549	6.035768
ENSRNOG00000052189	AABR07000452.1	1	-	13344901	13382067	0.091890	0.124099	0.176055
ENSRNOG00000053331	AABR07000451.1	1	+	13351242	13354315	0.000000	0.000000	0.000000
ENSRNOG00000053347	Ccdc28a	1	-	13384156	13395370	4.897908	3.573733	5.069919
ENSRNOG00000059393	U6	1	-	13582340	13582424	0.051765	0.037770	0.053583
ENSRNOG00000053184	AABR07000458.1	1	+	13723249	13723349	0.017822	0.013004	0.018448
