Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.204918	0.171827	0.270770
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	0.712838	0.597726	0.941914
ENSRNOG00000061806	AABR07000158.2	1	-	1628117	1628234	0.072034	0.060402	0.095183
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	5.124677	4.297122	6.771532
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.064282	0.053901	0.084940
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	1.514995	1.270347	2.001851
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	41.929947	35.158916	55.404465
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	1.593985	1.336581	2.106225
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	25.286551	21.203167	33.412582
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	12.011571	10.071891	15.871583
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	11.779648	9.877419	15.565130
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.000000	0.000000	0.000000
ENSRNOG00000016041	Zc3h12d	1	+	1938419	1972918	0.047142	0.039529	0.062291
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	9.917459	8.315944	13.104512
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	10.561872	10.229797	16.120417
ENSRNOG00000016381	Ust	1	-	2333778	2627747	1.323847	1.110066	1.749276
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	17.896385	15.006398	23.647530
ENSRNOG00000052788	-	1	-	2886222	2886353	0.000000	0.000000	0.000000
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	8.395582	7.039827	11.093568
ENSRNOG00000053182	AABR07000200.1	1	-	4328345	4356492	0.556818	0.466901	0.735756
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	0.415351	0.348278	0.548827
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.121212	0.101638	0.160164
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	34.593067	31.504128	49.645138
ENSRNOG00000061755	-	1	-	3952552	3952682	2.717557	2.278714	3.590865
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.149316	0.839621	1.323099
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	3.447415	2.890712	4.555269
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	13.080590	11.072087	17.447723
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	10.146448	8.615455	13.576490
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	12.315659	10.326872	16.273392
ENSRNOG00000051844	AABR07000248.1	1	-	6278881	6279793	0.017087	0.014328	0.022578
ENSRNOG00000052274	SNORA70	1	-	5437972	5438109	0.000000	0.000000	0.000000
ENSRNOG00000040242	Epm2a	1	+	5448958	5571512	2.801400	2.349018	3.701652
ENSRNOG00000054906	AABR07000239.1	1	+	5740144	5740273	0.000000	0.000000	0.000000
ENSRNOG00000014908	Sf3b5	1	+	7101715	7102426	8.724719	7.315813	11.528476
ENSRNOG00000014902	Stx11	1	-	7039162	7064870	0.393644	0.330077	0.520145
ENSRNOG00000042705	Zc2hc1b	1	-	7294027	7322455	0.000000	0.000000	0.000000
ENSRNOG00000043188	AABR07000261.1	1	+	7305658	7313200	0.000000	0.000000	0.000000
ENSRNOG00000025587	Plagl1	1	+	7252349	7259035	5.503656	4.614902	7.272299
