Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.497267	0.314800	0.475474
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	1.539093	0.974338	1.471641
ENSRNOG00000042852	AABR07000158.1	1	+	1617385	1619634	0.027066	0.017134	0.025880
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	51.096054	32.346867	48.856747
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	2.458647	1.556471	2.350896
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	24.195322	15.317088	23.134949
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.096865	0.061321	0.092620
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	5.689805	3.601987	5.440446
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	12.659094	8.013965	12.104302
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	3.022962	1.913716	2.890479
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	6.431891	4.071772	6.150010
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.143713	0.090979	0.137415
ENSRNOG00000016041	Zc3h12d	1	+	1938419	1972918	0.016608	0.010514	0.015880
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	16.651325	10.541286	15.921572
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	16.698513	12.906831	19.494493
ENSRNOG00000016381	Ust	1	-	2333778	2627747	2.861874	1.811738	2.736451
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	14.928385	9.450562	14.274141
ENSRNOG00000052788	-	1	-	2886222	2886353	0.000000	0.000000	0.000000
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.168128	0.106435	0.160760
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	3.700000	2.342322	3.537846
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	1.769112	1.119954	1.691580
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.116712	0.304882	0.460494
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	29.893167	19.541765	29.515907
ENSRNOG00000061755	-	1	-	3952552	3952682	8.702291	5.509071	8.320909
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	5.419786	3.431049	5.182261
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	12.145239	7.762623	11.724675
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	9.602464	6.078935	9.181631
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	12.654951	8.064057	12.179962
ENSRNOG00000040242	Epm2a	1	+	5448958	5571512	6.412949	4.059781	6.131898
ENSRNOG00000051844	AABR07000248.1	1	-	6278881	6279793	0.038481	0.024361	0.036795
ENSRNOG00000014902	Stx11	1	-	7039162	7064870	0.064582	0.040884	0.061752
ENSRNOG00000014908	Sf3b5	1	+	7101715	7102426	13.390450	8.476957	12.803607
ENSRNOG00000036310	AABR07000257.1	1	+	7171507	7171614	0.011317	0.007164	0.010821
ENSRNOG00000025587	Plagl1	1	+	7252349	7259035	1.188066	0.752117	1.135998
ENSRNOG00000042705	Zc2hc1b	1	-	7294027	7322455	0.142287	0.093560	0.141313
ENSRNOG00000043188	AABR07000261.1	1	+	7305658	7313200	0.000000	0.000000	0.000000
ENSRNOG00000015217	Ltv1	1	-	7323040	7335936	5.107200	3.233164	4.883374
ENSRNOG00000015551	Fuca2	1	+	7658890	7673683	4.233798	2.680248	4.048250
ENSRNOG00000015473	Phactr2	1	-	7355154	7480825	2.179889	1.399088	2.113185
ENSRNOG00000016624	AABR07000276.1	1	-	7800941	7801438	0.176101	0.111482	0.168383
ENSRNOG00000015660	Pex3	1	-	7685338	7726401	10.232860	6.478013	9.784400
ENSRNOG00000046983	Adat2	1	+	7726529	7742484	1.654450	1.047366	1.581943
ENSRNOG00000011058	Utrn	1	-	6451810	6970040	17.228550	11.153244	16.845875
ENSRNOG00000010753	Aig1	1	-	7816838	8038665	12.052817	7.630155	11.524596
ENSRNOG00000011399	AABR07000292.1	1	-	8465333	8466091	0.982872	0.622217	0.939797
ENSRNOG00000011015	Hivep2	1	+	8310577	8333885	28.775625	18.216694	27.514519
ENSRNOG00000011411	Adgrg6	1	-	8593075	8751198	1.724362	1.091624	1.648791
ENSRNOG00000012092	Gje1	1	-	8883961	8885967	0.239482	0.151606	0.228987
ENSRNOG00000012103	Nmbr	1	+	8933831	8944987	1.913604	1.601819	2.419389
ENSRNOG00000011540	Vta1	1	-	8830411	8878244	14.473913	9.162854	13.839586
ENSRNOG00000059032	AABR07000325.1	1	+	9848303	9849453	0.000000	0.000000	0.000000
ENSRNOG00000059769	AABR07000356.1	1	+	10775639	10775765	0.174803	0.110661	0.167142
ENSRNOG00000060990	AABR07000382.1	1	+	11766992	11772215	5.027202	3.182520	4.806882
ENSRNOG00000058425	AABR07000385.2	1	-	11834038	11840581	1.691366	1.070736	1.617241
ENSRNOG00000051831	5_8S_rRNA	1	-	11906441	11906593	0.995332	0.630105	0.951711
ENSRNOG00000052007	AABR07000392.1	1	-	11915537	11915623	0.000000	0.000000	0.000000
ENSRNOG00000061685	AABR07000398.2	1	+	11962750	11962836	0.000000	0.000000	0.000000
ENSRNOG00000047746	AABR07000398.1	1	+	11963836	11968939	311.168671	196.988403	297.531555
ENSRNOG00000053888	5_8S_rRNA	1	+	11970092	11970244	0.994690	0.629698	0.951097
ENSRNOG00000055836	AABR07000402.1	1	+	11974142	11974190	153.165405	96.962875	146.452850
ENSRNOG00000060657	AABR07000404.1	1	+	11975022	11975070	148.396683	93.943993	141.893127
ENSRNOG00000059898	LOC100909599	1	-	11982257	11995787	0.000000	0.000000	0.000000
ENSRNOG00000055789	AABR07000411.1	1	+	12006598	12136637	0.759754	0.480970	0.726457
ENSRNOG00000062232	Mcc	1	+	12006660	12128845	0.000000	0.000000	0.000000
ENSRNOG00000055660	AABR07000433.1	1	+	12400648	12410192	0.020236	0.012811	0.019349
ENSRNOG00000060284	AABR07000436.1	1	-	12483436	12485729	0.110294	0.069823	0.105460
ENSRNOG00000055972	AC128394.1	1	+	12906899	12908181	0.077319	0.048948	0.073930
ENSRNOG00000056940	Cited2	1	+	12823363	12825786	27.267319	17.261847	26.072313
ENSRNOG00000060021	Txlnb	1	+	12915734	12961670	0.129597	0.082043	0.123917
ENSRNOG00000060610	AABR07071848.1	1	-	12952553	12952906	0.000000	0.000000	0.000000
ENSRNOG00000060972	Heca	1	-	13036909	13050644	11.060074	7.001689	10.575360
ENSRNOG00000051450	Abracl	1	-	13165572	13175876	11.170239	7.071431	10.680697
ENSRNOG00000055142	Ect2l	1	-	13302256	13341952	0.521645	0.330233	0.498784
ENSRNOG00000052189	AABR07000452.1	1	-	13344901	13382067	0.081954	0.096029	0.145043
ENSRNOG00000053331	AABR07000451.1	1	+	13351242	13354315	0.000000	0.000000	0.000000
ENSRNOG00000053347	Ccdc28a	1	-	13384156	13395370	5.122594	3.242909	4.898094
ENSRNOG00000059224	Reps1	1	+	13212324	13298347	9.288894	6.394030	9.657550
ENSRNOG00000059393	U6	1	-	13582340	13582424	0.741176	0.469209	0.708694
ENSRNOG00000053184	AABR07000458.1	1	+	13723249	13723349	0.016832	0.010656	0.016094
ENSRNOG00000053735	Hebp2	1	-	13714440	13719829	0.812063	0.514085	0.776474
ENSRNOG00000060603	Nhsl1	1	+	13595295	13705396	3.103697	1.964826	2.967676
ENSRNOG00000011460	Arfgef3	1	-	13838707	13915594	18.953161	11.998487	18.122530
ENSRNOG00000011994	Perp	1	+	14224393	14236846	0.783129	0.495768	0.748808
ENSRNOG00000049517	Tnfaip3	1	-	14402913	14412807	2.092229	1.324506	2.000536
ENSRNOG00000012057	Olig3	1	+	14797766	14799835	0.004251	0.002691	0.004065
ENSRNOG00000053291	AABR07000493.1	1	+	14938230	14950781	0.096197	0.094009	0.141992
ENSRNOG00000012074	Ifngr1	1	+	15062432	15080907	26.899683	17.029112	25.720789
ENSRNOG00000012259	Il22ra2	1	+	15093599	15106954	2.123353	1.344210	2.030296
ENSRNOG00000012286	Il20ra	1	+	15180328	15222785	1.907506	1.207566	1.823909
ENSRNOG00000057719	AC136053.1	1	+	15247333	15255928	0.768041	0.486216	0.734381
ENSRNOG00000012311	Slc35d3	1	-	15298526	15301998	9.870015	6.248311	9.437456
ENSRNOG00000012322	Pex7	1	-	15311770	15374850	3.034472	1.921003	2.901485
ENSRNOG00000031700	Map3k5	1	+	15412603	15613746	1.793287	1.135954	1.715747
ENSRNOG00000054452	AABR07000497.1	1	-	15540605	15540739	0.000000	0.000000	0.000000
ENSRNOG00000012701	Map7	1	+	15620653	15748203	1.317845	13.046821	19.705935
ENSRNOG00000058050	Bclaf1	1	+	15782477	15860624	17.646708	53.496677	80.801445
ENSRNOG00000013436	Pde7b	1	-	15893533	16203909	37.266876	24.132696	36.450050
ENSRNOG00000055858	Myb	1	-	16659442	16687817	0.281601	0.178270	0.269260
ENSRNOG00000013969	Ahi1	1	+	16478127	16601769	76.205544	48.242676	72.865799
ENSRNOG00000014531	Hbs1l	1	+	16819170	16896219	5.573637	9.510423	14.364554
ENSRNOG00000014907	Aldh8a1	1	+	16910069	16930481	0.044123	0.027933	0.042189
ENSRNOG00000048762	AABR07000534.1	1	-	16987382	16989482	0.000000	0.000000	0.000000
ENSRNOG00000047605	Ptprk	1	-	17446417	18058055	4.362791	2.761908	4.171589
