Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.423497	0.338443	0.539266
ENSRNOG00000040316	AABR07000145.1	1	-	1439099	1442186	0.000000	0.000000	0.000000
ENSRNOG00000061316	Ulbp1	1	+	1180932	1220916	0.000000	0.000000	0.000000
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	0.697394	0.557332	0.888036
ENSRNOG00000061806	AABR07000158.2	1	-	1628117	1628234	0.069209	0.055309	0.088128
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	32.884216	26.279854	41.873577
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	0.000000	0.000000	0.000000
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	25.439766	20.330524	32.394085
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	6.216377	4.967899	7.915711
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	11.772964	9.408519	14.991269
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	2.970947	2.374271	3.783097
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.125833	0.100561	0.160231
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	9.195112	7.348395	11.708725
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.000000	0.000000	0.000000
ENSRNOG00000016041	Zc3h12d	1	+	1938419	1972918	0.000000	0.000000	0.000000
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	8.554688	6.836592	10.893232
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	15.305860	14.629623	23.310432
ENSRNOG00000016381	Ust	1	-	2333778	2627747	1.807900	1.444807	2.302115
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	22.252674	17.783518	28.335754
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	0.663262	0.530055	0.844574
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.083500	0.497474	0.792660
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	3.895722	3.113317	4.960672
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	4.014458	3.208207	5.111867
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.095671	0.076457	0.121824
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	30.436941	25.350088	40.392117
ENSRNOG00000061755	-	1	-	3952552	3952682	2.755725	2.202274	3.509041
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	12.729960	10.266897	16.358986
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	11.307392	9.036450	14.398426
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	8.886270	7.173313	11.429754
ENSRNOG00000052274	SNORA70	1	-	5437972	5438109	0.000000	0.000000	0.000000
ENSRNOG00000040242	Epm2a	1	+	5448958	5571512	8.999125	7.191769	11.459163
ENSRNOG00000054906	AABR07000239.1	1	+	5740144	5740273	0.000000	0.000000	0.000000
ENSRNOG00000014902	Stx11	1	-	7039162	7064870	0.101999	0.081514	0.129882
ENSRNOG00000014908	Sf3b5	1	+	7101715	7102426	8.248595	6.591973	10.503465
ENSRNOG00000042705	Zc2hc1b	1	-	7294027	7322455	0.070479	0.058502	0.093215
ENSRNOG00000043188	AABR07000261.1	1	+	7305658	7313200	0.000000	0.000000	0.000000
ENSRNOG00000025587	Plagl1	1	+	7252349	7259035	5.225458	4.175993	6.653910
ENSRNOG00000015217	Ltv1	1	-	7323040	7335936	3.106935	2.482948	3.956259
ENSRNOG00000015551	Fuca2	1	+	7658890	7673683	4.327680	3.458522	5.510712
ENSRNOG00000015473	Phactr2	1	-	7355154	7480825	4.151592	3.363690	5.359610
ENSRNOG00000016624	AABR07000276.1	1	-	7800941	7801438	0.000000	0.000000	0.000000
