Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.579098	0.426774	0.634700
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	4.837310	3.564923	5.301761
ENSRNOG00000061316	Ulbp1	1	+	1180932	1220916	0.000000	0.000000	0.000000
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	0.732625	0.539918	0.802967
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	30.677881	22.608492	33.623394
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	0.000000	0.000000	0.000000
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	17.133333	12.626649	18.778378
ENSRNOG00000061806	AABR07000158.2	1	-	1628117	1628234	0.053672	0.039554	0.058825
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	10.467899	7.714464	11.472966
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.088889	0.065508	0.097424
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	3.553890	2.619089	3.895114
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	5.667869	4.177015	6.212065
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.844311	0.622227	0.925377
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	12.726393	9.378893	13.948308
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	11.240708	10.042842	14.935735
ENSRNOG00000016381	Ust	1	-	2333778	2627747	1.336114	0.984668	1.464400
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	10.659904	7.855965	11.683407
ENSRNOG00000052788	-	1	-	2886222	2886353	0.155303	0.114453	0.170214
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	3.655823	2.694210	4.006834
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	1.242649	0.915787	1.361961
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.260414	0.191916	0.285417
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	23.517025	18.330053	27.260490
ENSRNOG00000061755	-	1	-	3952552	3952682	3.469466	2.556871	3.802584
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.208989	0.875425	1.301933
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	3.768271	2.777080	4.130079
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	7.255110	5.405593	8.039208
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	8.336556	6.143742	9.136985
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	7.587656	5.596787	8.323553
