Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSRNOG00000040300	Raet1e	1	-	1101965	1116926	0.000000	0.000000	0.000000
ENSRNOG00000058808	AABR07000109.1	1	+	1115869	1115990	0.538252	0.462511	0.689292
ENSRNOG00000042852	AABR07000158.1	1	+	1617385	1619634	0.259259	0.222777	0.332010
ENSRNOG00000050129	AABR07000137.1	1	-	1390128	1392329	0.000000	0.000000	0.000000
ENSRNOG00000029897	AABR07000156.1	1	+	1545134	1546169	0.870174	0.747726	1.114355
ENSRNOG00000061316	Ulbp1	1	+	1180932	1220916	0.012287	0.010558	0.015735
ENSRNOG00000061806	AABR07000158.2	1	-	1628117	1628234	0.101695	0.087385	0.130232
ENSRNOG00000014303	Lrp11	1	+	1702696	1731210	25.883451	22.241226	33.146648
ENSRNOG00000051899	AABR07000159.1	1	-	1726382	1726514	0.000000	0.000000	0.000000
ENSRNOG00000014330	Pcmt1	1	-	1736276	1767618	14.306433	12.293283	18.320984
ENSRNOG00000049505	Nup43	1	+	1771710	1782091	4.126898	3.546176	5.284953
ENSRNOG00000014916	Lats1	1	+	1784078	1817310	6.220121	5.344848	7.965559
ENSRNOG00000014996	Katna1	1	+	1825872	1867787	1.208997	1.038871	1.548256
ENSRNOG00000053710	AABR07000159.2	1	-	1888877	1889236	0.073333	0.063014	0.093911
ENSRNOG00000015239	Ginm1	1	-	1870388	1885981	8.053286	6.920056	10.313131
ENSRNOG00000055508	AABR07000159.3	1	+	1885876	1886209	0.000000	0.000000	0.000000
ENSRNOG00000016041	Zc3h12d	1	+	1938419	1972918	0.018152	0.015598	0.023246
ENSRNOG00000015552	Ppil4	1	+	1897338	1929763	6.972147	5.991052	8.928613
ENSRNOG00000016054	Tab2	1	-	1999596	2073896	8.153476	8.937468	13.319729
ENSRNOG00000013160	Sash1	1	-	2782864	2846200	8.840940	7.596876	11.321811
ENSRNOG00000016381	Ust	1	-	2333778	2627747	1.537291	1.320969	1.968673
ENSRNOG00000031859	RGD1560633	1	-	3848619	3849080	0.119697	0.102854	0.153285
ENSRNOG00000023549	Samd5	1	-	3713750	3763392	3.372289	2.897753	4.318593
ENSRNOG00000014258	Rab32	1	-	4637491	4653210	0.282885	0.243078	0.362266
ENSRNOG00000013351	Stxbp5	1	-	3858909	4011511	16.170721	14.531923	21.657284
ENSRNOG00000061755	-	1	-	3952552	3952682	2.000000	1.718567	2.561223
ENSRNOG00000042741	Adgb	1	-	4445027	4560789	0.138835	0.748116	1.114936
ENSRNOG00000041566	AABR07000220.1	1	-	5168027	5168116	0.355556	0.305523	0.455329
ENSRNOG00000014431	AABR07000222.1	1	-	5238340	5238900	2.147059	1.844933	2.749549
ENSRNOG00000014852	Fbxo30	1	+	5366379	5388069	5.260137	4.519949	6.736193
ENSRNOG00000014450	Shprh	1	+	5240180	5313054	5.855551	5.038022	7.508289
ENSRNOG00000014290	Grm1	1	-	4753144	5165859	7.084360	6.138077	9.147728
ENSRNOG00000040242	Epm2a	1	+	5448958	5571512	3.744532	3.217615	4.795291
ENSRNOG00000051844	AABR07000248.1	1	-	6278881	6279793	0.004162	0.003576	0.005330
ENSRNOG00000014902	Stx11	1	-	7039162	7064870	0.497181	0.427219	0.636696
ENSRNOG00000014908	Sf3b5	1	+	7101715	7102426	5.768259	4.956571	7.386899
ENSRNOG00000025587	Plagl1	1	+	7252349	7259035	1.398643	1.201831	1.791119
ENSRNOG00000015217	Ltv1	1	-	7323040	7335936	3.272366	2.811891	4.190630
ENSRNOG00000015551	Fuca2	1	+	7658890	7673683	2.359782	2.027722	3.021964
ENSRNOG00000015473	Phactr2	1	-	7355154	7480825	0.945932	0.824067	1.228127
ENSRNOG00000046983	Adat2	1	+	7726529	7742484	0.223386	0.191952	0.286071
ENSRNOG00000015660	Pex3	1	-	7685338	7726401	4.424073	3.801534	5.665519
ENSRNOG00000011058	Utrn	1	-	6451810	6970040	6.690828	5.878440	8.760784
ENSRNOG00000010753	Aig1	1	-	7816838	8038665	7.816901	6.716935	10.010414
ENSRNOG00000011399	AABR07000292.1	1	-	8465333	8466091	0.404809	0.347846	0.518403
ENSRNOG00000011015	Hivep2	1	+	8310577	8333885	8.635232	7.420114	11.058378
ENSRNOG00000012092	Gje1	1	-	8883961	8885967	0.242718	0.208564	0.310827
ENSRNOG00000012103	Nmbr	1	+	8933831	8944987	0.825645	0.767036	1.143133
ENSRNOG00000011540	Vta1	1	-	8830411	8878244	5.980435	5.138890	7.658615
ENSRNOG00000011411	Adgrg6	1	-	8593075	8751198	1.809482	1.554858	2.317244
ENSRNOG00000059769	AABR07000356.1	1	+	10775639	10775765	0.124410	0.106903	0.159321
ENSRNOG00000060990	AABR07000382.1	1	+	11766992	11772215	2.164508	1.859926	2.771894
ENSRNOG00000058425	AABR07000385.2	1	-	11834038	11840581	0.442974	0.380640	0.567278
ENSRNOG00000051831	5_8S_rRNA	1	-	11906441	11906593	0.453886	0.390017	0.581252
ENSRNOG00000052007	AABR07000392.1	1	-	11915537	11915623	0.000000	0.000000	0.000000
ENSRNOG00000061685	AABR07000398.2	1	+	11962750	11962836	0.000000	0.000000	0.000000
ENSRNOG00000047746	AABR07000398.1	1	+	11963836	11968939	0.000000	0.000000	0.000000
ENSRNOG00000053888	5_8S_rRNA	1	+	11970092	11970244	0.455167	0.391118	0.582892
ENSRNOG00000059898	LOC100909599	1	-	11982257	11995787	0.000000	0.000000	0.000000
ENSRNOG00000055836	AABR07000402.1	1	+	11974142	11974190	108.843269	93.527237	139.385956
ENSRNOG00000060657	AABR07000404.1	1	+	11975022	11975070	105.948723	91.040009	135.679169
ENSRNOG00000055789	AABR07000411.1	1	+	12006598	12136637	0.408624	0.351124	0.523289
ENSRNOG00000062232	Mcc	1	+	12006660	12128845	0.000000	0.000000	0.000000
ENSRNOG00000055972	AC128394.1	1	+	12906899	12908181	0.102244	0.087857	0.130935
ENSRNOG00000056940	Cited2	1	+	12823363	12825786	10.703951	9.197730	13.707604
ENSRNOG00000060972	Heca	1	-	13036909	13050644	6.009804	5.164126	7.696225
ENSRNOG00000051450	Abracl	1	-	13165572	13175876	7.871375	6.763743	10.080174
ENSRNOG00000053347	Ccdc28a	1	-	13384156	13395370	3.014644	2.590434	3.860588
ENSRNOG00000055142	Ect2l	1	-	13302256	13341952	0.468910	0.402927	0.600492
ENSRNOG00000052189	AABR07000452.1	1	-	13344901	13382067	0.244395	0.388703	0.579294
ENSRNOG00000053331	AABR07000451.1	1	+	13351242	13354315	0.527950	0.453659	0.676099
ENSRNOG00000059224	Reps1	1	+	13212324	13298347	5.900140	5.512181	8.214940
ENSRNOG00000053184	AABR07000458.1	1	+	13723249	13723349	0.021782	0.018717	0.027894
ENSRNOG00000053735	Hebp2	1	-	13714440	13719829	1.278846	1.098891	1.637705
ENSRNOG00000059393	U6	1	-	13582340	13582424	0.000000	0.000000	0.000000
ENSRNOG00000060603	Nhsl1	1	+	13595295	13705396	1.916682	1.646973	2.454525
ENSRNOG00000011994	Perp	1	+	14224393	14236846	1.445450	1.242051	1.851060
ENSRNOG00000049517	Tnfaip3	1	-	14402913	14412807	0.790184	0.678992	1.011919
ENSRNOG00000053291	AABR07000493.1	1	+	14938230	14950781	0.197980	0.178946	0.266687
ENSRNOG00000011460	Arfgef3	1	-	13838707	13915594	10.766096	9.251130	13.787188
ENSRNOG00000012259	Il22ra2	1	+	15093599	15106954	2.464671	2.117851	3.156286
ENSRNOG00000012074	Ifngr1	1	+	15062432	15080907	15.216473	13.075266	19.486393
ENSRNOG00000012286	Il20ra	1	+	15180328	15222785	0.602906	0.518067	0.772088
ENSRNOG00000012311	Slc35d3	1	-	15298526	15301998	2.169095	1.863868	2.777768
ENSRNOG00000012322	Pex7	1	-	15311770	15374850	1.286083	1.105110	1.646973
ENSRNOG00000031700	Map3k5	1	+	15412603	15613746	0.838203	0.720254	1.073413
ENSRNOG00000054452	AABR07000497.1	1	-	15540605	15540739	0.000000	0.000000	0.000000
ENSRNOG00000012701	Map7	1	+	15620653	15748203	0.714410	9.538450	14.215387
ENSRNOG00000058050	Bclaf1	1	+	15782477	15860624	7.831635	32.805973	48.891556
ENSRNOG00000013436	Pde7b	1	-	15893533	16203909	6.520357	5.727559	8.535923
ENSRNOG00000055858	Myb	1	-	16659442	16687817	0.025191	0.021646	0.032260
ENSRNOG00000014907	Aldh8a1	1	+	16910069	16930481	0.027809	0.023896	0.035613
ENSRNOG00000048762	AABR07000534.1	1	-	16987382	16989482	0.315999	0.271533	0.404672
ENSRNOG00000014531	Hbs1l	1	+	16819170	16896219	2.371611	4.976111	7.416022
ENSRNOG00000013969	Ahi1	1	+	16478127	16601769	41.394814	35.569885	53.010677
ENSRNOG00000047605	Ptprk	1	-	17446417	18058055	2.934588	2.521643	3.758068
ENSRNOG00000046617	LOC103690149	1	+	17602281	17625197	17.855791	15.343189	22.866335
ENSRNOG00000030796	AABR07000595.1	1	-	19521208	19522171	0.000000	0.000000	0.000000
ENSRNOG00000051380	LOC102554576	1	-	19638106	19640329	0.529794	0.615362	0.917090
