circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:2277718|2285260	1	2277718	2285260	1	1_1_0	25	0.074	exon	ENSRNOG00000015552,	+	NB501259:25:HYMKWBGXX:1:11207:8307:4377,
1:5091004|5091934	1	5091004	5091934	5	3_4_0	18	0.357	exon	ENSRNOG00000014290,	-	NB501259:25:HYMKWBGXX:2:21112:21251:10309,NB501259:25:HYMKWBGXX:3:23509:4519:17722,NB501259:25:HYMKWBGXX:1:13103:11949:4278,NB501259:25:HYMKWBGXX:1:22104:24922:4589,NB501259:25:HYMKWBGXX:2:23208:7688:19588,
1:6731874|6736983	1	6731874	6736983	2	1_2_0	13	0.235	exon	ENSRNOG00000011058,	-	NB501259:25:HYMKWBGXX:2:12109:6178:16184,NB501259:25:HYMKWBGXX:4:13612:9596:14621,
1:8091413|8204582	1	8091413	8204582	1	1_1_0	8	0.200	exon	ENSRNOG00000010753,	-	NB501259:25:HYMKWBGXX:2:13105:12329:7970,
1:22815259|22819983	1	22815259	22819983	3	2_1_0	1	0.857	exon	ENSRNOG00000011161,	-	NB501259:25:HYMKWBGXX:3:13401:26009:9916,NB501259:25:HYMKWBGXX:3:13606:13701:14727,NB501259:25:HYMKWBGXX:2:13312:10409:7230,
1:25928826|25947597	1	25928826	25947597	2	2_2_0	0	1	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:13103:14561:16971,NB501259:25:HYMKWBGXX:3:22503:15938:6664,
1:26079313|26093015	1	26079313	26093015	3	2_2_0	10	0.375	exon	ENSRNOG00000013323,	+	NB501259:25:HYMKWBGXX:3:13503:14139:10289,NB501259:25:HYMKWBGXX:4:13506:26530:10218,NB501259:25:HYMKWBGXX:4:13507:1155:10223,
1:26953199|26962700	1	26953199	26962700	1	1_1_0	15	0.118	exon	ENSRNOG00000014004,	+	NB501259:25:HYMKWBGXX:2:12209:10164:8816,
1:39840432|39844308	1	39840432	39844308	3	3_1_1	4	0.600	intron	ENSRNOG00000016368,	+	NB501259:25:HYMKWBGXX:2:12212:16492:19701,NB501259:25:HYMKWBGXX:4:13511:9013:11907,NB501259:25:HYMKWBGXX:4:12403:25427:9380,
1:43212129|43213766	1	43212129	43213766	1	1_1_0	31	0.061	exon	ENSRNOG00000018191,	+	NB501259:25:HYMKWBGXX:3:12612:18401:5006,
1:53946954|53969766	1	53946954	53969766	1	1_1_0	28	0.067	exon	ENSRNOG00000023753,	+	NB501259:25:HYMKWBGXX:1:21205:4553:9096,
1:58282047|58310112	1	58282047	58310112	2	1_1_1	37	0.098	intron	ENSRNOG00000055229,	-	NB501259:25:HYMKWBGXX:2:23204:8466:4734,NB501259:25:HYMKWBGXX:1:11301:12718:14071,
1:62891337|62942005	1	62891337	62942005	6	6_1_0	28	0.300	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:12210:12240:2579,NB501259:25:HYMKWBGXX:1:23104:5094:10412,NB501259:25:HYMKWBGXX:3:13411:22759:11590,NB501259:25:HYMKWBGXX:3:21406:8453:12009,NB501259:25:HYMKWBGXX:4:13608:24578:17028,NB501259:25:HYMKWBGXX:4:22602:21427:14429,
1:62891337|62946581	1	62891337	62946581	4	4_4_0	15	0.348	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22305:14045:14717,NB501259:25:HYMKWBGXX:2:12102:1373:12395,NB501259:25:HYMKWBGXX:2:13201:11739:4753,NB501259:25:HYMKWBGXX:4:23508:4088:14511,
1:67510663|67518475	1	67510663	67518475	1	1_1_0	2	0.500	exon	ENSRNOG00000042777,	-	NB501259:25:HYMKWBGXX:4:12411:5308:13266,
