circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:14761971|14768350	1	14761971	14768350	1	1_1_0	2	0.500	exon	ENSRNOG00000031700,	+	NB501259:25:HYMKWBGXX:4:13509:12479:8973,
1:15097995|15104069	1	15097995	15104069	1	1_1_0	29	0.065	exon	ENSRNOG00000058050,	+	NB501259:25:HYMKWBGXX:1:21201:2399:10492,
1:20096535|20144413	1	20096535	20144413	2	1_1_1	1	0.800	intron	ENSRNOG00000013202,	+	NB501259:25:HYMKWBGXX:4:23606:14738:11972,NB501259:25:HYMKWBGXX:4:22501:14337:11811,
1:26079313|26093015	1	26079313	26093015	1	1_1_0	0	1	exon	ENSRNOG00000013323,	+	NB501259:25:HYMKWBGXX:1:22112:8186:15634,
1:26953199|26999698	1	26953199	26999698	1	1_1_0	8	0.200	exon	ENSRNOG00000014004,	+	NB501259:25:HYMKWBGXX:3:22411:25059:7081,
1:33934823|33935730	1	33934823	33935730	1	1_1_0	0	1	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:3:12412:8333:18542,
1:45652042|45653128	1	45652042	45653128	1	1_1_0	2	0.500	intron	ENSRNOG00000017030,	+	NB501259:25:HYMKWBGXX:2:23302:21243:5718,
1:46708967|46758611	1	46708967	46758611	1	1_1_0	23	0.080	exon	ENSRNOG00000018012,	+	NB501259:25:HYMKWBGXX:1:11202:6720:6472,
1:51947075|51947832	1	51947075	51947832	1	1_1_0	40	0.048	intron	ENSRNOG00000011310,	-	NB501259:25:HYMKWBGXX:4:21502:17913:17031,
1:61825772|61873130	1	61825772	61873130	1	1_1_0	2	0.500	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21309:24403:8382,
1:62496775|62548472	1	62496775	62548472	1	1_1_0	0	1	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:22412:20030:7038,
1:88266378|88301215	1	88266378	88301215	1	1_1_0	6	0.250	exon	ENSRNOG00000052814,	+	NB501259:25:HYMKWBGXX:2:11211:9694:2765,
1:110210514|110237120	1	110210514	110237120	2	1_2_0	45	0.082	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21309:18970:10167,NB501259:25:HYMKWBGXX:2:23112:17109:3672,
1:110237001|110267119	1	110237001	110267119	6	6_5_0	16	0.429	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22111:15599:1837,NB501259:25:HYMKWBGXX:1:23101:21051:10406,NB501259:25:HYMKWBGXX:3:11403:2619:5873,NB501259:25:HYMKWBGXX:3:22510:9269:7377,NB501259:25:HYMKWBGXX:4:11409:12030:18166,NB501259:25:HYMKWBGXX:1:13203:20178:12733,
1:110238421|110240303	1	110238421	110240303	1	1_0_1	20	0.091	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:13208:12702:18923,
1:110246186|110267119	1	110246186	110267119	1	1_1_0	8	0.200	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21109:23719:16634,
1:111155072|111237460	1	111155072	111237460	2	2_2_0	21	0.160	intron	ENSRNOG00000064120,	-	NB501259:25:HYMKWBGXX:1:11202:10789:11357,NB501259:25:HYMKWBGXX:4:12412:19511:20128,
1:111929359|112001244	1	111929359	112001244	4	1_3_0	7	0.533	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:23201:13884:19800,NB501259:25:HYMKWBGXX:1:13207:4019:3634,NB501259:25:HYMKWBGXX:1:22312:24344:19402,NB501259:25:HYMKWBGXX:2:11205:14593:14567,
1:112195726|112381047	1	112195726	112381047	1	1_1_0	21	0.087	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:22608:21118:10278,
1:112339681|112450624	1	112339681	112450624	1	1_1_0	9	0.182	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:11112:20654:12629,
1:112495660|112605004	1	112495660	112605004	1	1_1_0	10	0.167	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:11202:3881:7412,
1:116771956|116782547	1	116771956	116782547	2	1_2_0	2	0.667	exon	ENSRNOG00000010853,	-	NB501259:25:HYMKWBGXX:2:22312:7800:9880,NB501259:25:HYMKWBGXX:1:23103:10831:5621,
1:117280693|117282048	1	117280693	117282048	1	1_1_0	6	0.250	exon	ENSRNOG00000015503,	+	NB501259:25:HYMKWBGXX:4:13601:14146:1266,
1:118891712|118898986	1	118891712	118898986	1	1_1_0	11	0.154	exon	ENSRNOG00000011077,	-	NB501259:25:HYMKWBGXX:4:11504:16276:19047,
1:134967789|134999149	1	134967789	134999149	2	2_2_0	4	0.500	exon	ENSRNOG00000060206,	+	NB501259:25:HYMKWBGXX:1:22103:15576:19874,NB501259:25:HYMKWBGXX:2:13107:26491:17988,
1:140427963|140487979	1	140427963	140487979	1	1_1_0	1	0.667	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:22507:18066:16167,
1:146699564|146719499	1	146699564	146719499	6	3_5_2	12	0.500	exon	ENSRNOG00000009891,	-	NB501259:25:HYMKWBGXX:1:12202:24867:12834,NB501259:25:HYMKWBGXX:1:13301:16661:16770,NB501259:25:HYMKWBGXX:3:13508:8032:15186,NB501259:25:HYMKWBGXX:3:22606:9795:7199,NB501259:25:HYMKWBGXX:2:12112:6526:17081,NB501259:25:HYMKWBGXX:2:12301:21217:16974,
1:153279717|153405932	1	153279717	153405932	1	1_0_1	3	0.400	exon	ENSRNOG00000016206,	-	NB501259:25:HYMKWBGXX:4:21512:22500:5101,
1:153305749|153405932	1	153305749	153405932	1	1_1_0	2	0.500	exon	ENSRNOG00000016206,	-	NB501259:25:HYMKWBGXX:3:22405:17131:16366,
1:155142249|155187683	1	155142249	155187683	1	1_1_0	26	0.071	exon	ENSRNOG00000018873,	+	NB501259:25:HYMKWBGXX:1:12310:9555:8910,
