Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.310282	0.162813	0.356920
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.075727	0.039736	0.087109
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	1.695725	1.799773	3.945476
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.130956	0.070879	0.155381
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.015146	0.007948	0.017423
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.107143	0.056221	0.123248
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.015568	0.008169	0.017908
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.016031	0.008412	0.018441
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	6.204865	3.255858	7.137514
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	4.799458	5.301626	11.622261
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	1.249565	0.655680	1.437386
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.014155	0.020222	0.044332
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	7.995077	7.028696	15.408355
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.048614	0.025509	0.055921
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.027538	0.014450	0.031677
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.001959	0.001028	0.002253
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.289353	0.151831	0.332845
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	6.198416	9.053167	19.846415
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.075415	0.039572	0.086751
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	11.439814	28.002056	61.386299
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	11.363184	5.962565	13.071177
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.034324	0.018011	0.039483
ENSMUSG00000103519	Gm37429	1	-	5913097	5914895	0.003057	0.001604	0.003516
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	0.848592	0.445279	0.976143
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	15.887007	18.573042	40.715950
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	5.784878	3.035479	6.654399
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	7.274639	24.778673	54.319973
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.327206	0.171694	0.376388
