Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.098531	0.043230	0.092851
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.128887	0.056549	0.121457
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.015263	0.006697	0.014383
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.099320	0.043576	0.093595
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.014096	0.006185	0.013283
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.033463	1.735382	3.727316
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.079984	0.036197	0.077745
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	6.983630	3.064043	6.581061
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	5.726287	6.545878	14.059471
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	1.032174	0.452863	0.972675
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.009979	0.014835	0.031864
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	6.680998	4.932015	10.593159
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.030238	0.013267	0.028495
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.054618	0.023963	0.051470
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	5.555963	6.917018	14.856619
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.058460	0.025649	0.055090
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	10.562469	21.785431	46.791527
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	10.360104	4.545459	9.762899
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.058923	0.025852	0.055526
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	0.855092	0.375169	0.805801
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	11.094580	10.868967	23.344757
