Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.200734	0.086679	0.209102
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.015568	0.006722	0.016217
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.210632	0.090953	0.219413
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.047914	2.619325	6.318767
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.069028	0.030745	0.074168
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.101990	0.044041	0.106242
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.282993	0.122200	0.294791
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	7.424228	3.205873	7.733733
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	6.400636	5.918221	14.276905
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	0.863478	0.372860	0.899475
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	7.468165	5.523865	13.325576
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.006479	0.002798	0.006749
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.107395	0.046374	0.111872
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.012032	0.017604	0.042467
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	4.219913	5.152970	12.430840
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.240597	0.103893	0.250627
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	11.049677	21.927450	52.896999
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	11.335560	4.894834	11.808123
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.029355	0.012676	0.030579
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	1.414680	0.610876	1.473656
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	11.402905	10.690508	25.789402
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.502347	0.216920	0.523289
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	4.607561	1.989601	4.799644
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	9.149799	26.784048	64.612885
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.367647	0.158754	0.382974
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.290398	0.125397	0.302504
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.408060	0.176205	0.425071
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	29.469942	74.450691	179.602203
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	1.785651	0.771066	1.860092
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	6.196994	8.978532	21.659492
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	1.576304	0.680667	1.642018
ENSMUSG00000103329	Gm42492	1	-	6931461	6934375	0.387650	0.167392	0.403811
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	1.700230	0.734180	1.771110
ENSMUSG00000033740	St18	1	+	6557455	6931164	2.497115	3.067303	7.399452
