Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.225214	0.108113	0.252046
ENSMUSG00000118917	AC129937.1	1	+	4599240	4599346	0.588785	0.282644	0.658933
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.161819	0.077681	0.181098
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.025183	0.012089	0.028183
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.036062	0.017311	0.040358
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.055442	0.026615	0.062047
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.027363	0.013136	0.030623
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.111693	2.379711	5.547862
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.022969	0.011373	0.026515
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	5.834424	2.800794	6.529541
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	5.168345	4.952009	11.544706
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	0.951304	0.456670	1.064643
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.007078	0.006989	0.016292
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	8.455859	6.814603	15.887005
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
