Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.150551	0.071242	0.137078
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.024741	0.011708	0.022527
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.015873	0.007511	0.014452
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.247959	0.117336	0.225768
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.018242	0.008632	0.016609
ENSMUSG00000103265	Gm2053	1	-	4805269	4805899	0.158479	0.074993	0.144296
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	1.897737	2.514599	4.838392
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.034282	0.016733	0.032196
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	6.988775	3.307137	6.363331
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.012527	0.020086	0.038647
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	7.956404	7.710573	14.836071
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	2.032174	0.961639	1.850309
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	1.347883	1.096955	2.110673
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.042544	0.020132	0.038737
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.033201	0.015711	0.030230
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.813133	0.384780	0.740364
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	2.808281	1.328898	2.556960
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	6.009910	8.115503	15.615206
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.000000	0.000000	0.000000
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	12.526972	27.694139	53.286858
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	11.944445	5.652195	10.875504
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.040066	0.018960	0.036480
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	0.728332	0.344652	0.663152
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	10.433504	10.405695	20.021811
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	10.792048	33.242874	63.963291
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.183824	0.086987	0.167373
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.000000	0.000000	0.000000
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.107053	0.050658	0.097473
