Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.079559	0.036522	0.087723
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.025031	0.011491	0.027599
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.227211	0.104303	0.250525
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.085757	0.039367	0.094556
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.200387	0.091989	0.220949
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.068734	2.359675	5.667686
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.088104	0.041718	0.100202
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	6.582320	3.021671	7.257729
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	6.450808	8.780708	21.090317
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	1.260000	0.578414	1.389288
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.007078	0.006683	0.016052
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	7.103544	5.467867	13.133228
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.032636	0.014982	0.035985
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.066401	0.030482	0.073214
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.000000	0.000000	0.000000
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	3.844423	5.196251	12.480836
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.055232	0.025355	0.060899
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	11.019134	23.706255	56.939873
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	11.693534	5.368019	12.893402
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.016718	0.007675	0.018433
ENSMUSG00000103936	Gm36965	1	-	5688060	5688453	0.253807	0.116512	0.279850
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	1.299567	0.596578	1.432915
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	14.260518	14.784187	35.510025
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.822379	0.377520	0.906763
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	1.834216	0.842013	2.022424
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	4.350135	1.996967	4.796500
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	8.766229	25.939762	62.304512
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.628676	0.288599	0.693184
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.076347	0.035048	0.084181
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.050738	0.023292	0.055944
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.328716	0.150900	0.362445
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	29.559507	78.201614	187.831863
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	1.280561	0.587853	1.411959
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	5.873185	10.062470	24.168970
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	2.244779	1.030485	2.475115
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	2.538484	1.165313	2.798957
ENSMUSG00000033740	St18	1	+	6557455	6931164	1.850091	2.171144	5.214855
ENSMUSG00000103329	Gm42492	1	-	6931461	6934375	0.761235	0.349452	0.839345
ENSMUSG00000103903	Rps2-ps2	1	+	7734305	7735185	0.010897	0.005002	0.012015
ENSMUSG00000097797	Gm26901	1	-	7419630	7468093	0.151561	1.374953	3.302490
ENSMUSG00000051285	Pcmtd1	1	+	7159144	7243852	34.635105	25.078791	60.236557
ENSMUSG00000098201	Gm26983	1	-	7206423	7206810	0.034149	0.015676	0.037653
ENSMUSG00000103509	Gm38372	1	+	7218334	7222361	4.029992	1.850003	4.443508
ENSMUSG00000101571	Gm6187	1	-	9466998	9468912	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9615633	9617680	18.485588	8.485970	20.382385
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	0.533691	0.283277	0.680402
ENSMUSG00000025911	Adhfe1	1	+	9618173	9650898	10.273986	6.118482	14.695934
