Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.061200	0.031009	0.072316
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.000000	0.000000	0.000000
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.007631	0.003867	0.009017
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.028192	0.014285	0.033313
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.141156	0.071522	0.166794
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	1.643126	1.558275	3.633990
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.177237	0.092631	0.216020
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	7.210010	3.653240	8.519576
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	4.708731	4.884714	11.391446
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	0.751304	0.380678	0.887765
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.021233	0.031678	0.073876
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	8.942075	7.624108	17.779879
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.044783	0.022691	0.052917
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.086618	0.043888	0.102351
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.113532	0.057526	0.134153
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	6.981512	10.014980	23.355537
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.000000	0.000000	0.000000
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	11.789580	28.104593	65.541603
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	10.157550	5.146729	12.002482
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.013233	0.006705	0.015637
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	0.865655	0.438619	1.022885
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	9.885587	11.336603	26.437639
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	4.500450	2.280333	5.317874
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	7.638750	26.459415	61.704952
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.352941	0.178832	0.417046
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.000000	0.000000	0.000000
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.026846	0.013603	0.031722
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.331941	0.168191	0.392232
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	26.917814	76.129005	177.537415
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.699531	0.354445	0.826588
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	1.685504	0.854028	1.991645
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	7.778363	15.055638	35.110653
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	2.456007	1.244434	2.902096
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	0.870656	0.441153	1.028795
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	1.255198	0.635996	1.483182
