Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.145655	0.061513	0.146217
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.016636	0.007026	0.016700
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.434409	2.327333	5.532077
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.000000	0.000000	0.000000
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.234354	0.098972	0.235258
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.000000	0.000000	0.000000
ENSMUSG00000104328	Gm37323	1	-	4653352	4656475	0.072124	0.030459	0.072402
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.252073	0.106455	0.253045
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	7.016838	2.963351	7.043893
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	5.468482	4.655145	11.065291
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	0.254783	0.107600	0.255765
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.004034	0.005773	0.013722
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.000000	0.000000	0.000000
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	11.055465	7.914050	18.811716
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.026998	0.011402	0.027102
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.001726	0.000729	0.001733
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.436944	0.184530	0.438629
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	7.901619	9.312520	22.135883
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.048904	0.020653	0.049093
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	13.862915	27.342182	64.992432
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	10.419258	4.400261	10.459432
