Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.211138	0.106280	0.236239
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.007631	0.003841	0.008538
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.000000	0.000000	0.000000
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.058163	0.029277	0.065078
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.079326	0.039930	0.088757
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	6.703929	3.374546	7.500913
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	1.925471	2.118092	4.708077
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.108553	0.056362	0.125281
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	5.212678	5.650448	12.559768
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	0.473043	0.238115	0.529280
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	6.658352	5.592793	12.431612
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.035474	0.017856	0.039691
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.001826	0.000919	0.002043
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.030684	0.015445	0.034332
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	5.457606	7.674551	17.058926
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.124056	0.062446	0.138804
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	10.301225	23.917892	53.164490
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	9.611749	4.838251	10.754423
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.021093	0.010618	0.023601
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	0.757855	0.381480	0.847951
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	8.778167	9.789799	21.760681
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.353678	0.178030	0.395724
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	2.047792	1.030794	2.291240
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	2.882988	1.451205	3.225726
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	6.995888	23.039637	51.212307
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.316176	0.159153	0.353764
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.075410	0.037959	0.084375
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.148615	0.074808	0.166283
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	25.809908	71.815338	159.630508
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	1.998320	1.005891	2.235886
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	5.677018	9.900026	22.005693
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	2.457144	1.237546	2.750808
