Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.107099	0.074159	0.170641
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	4.982278	5.890925	13.555167
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.135529	0.093845	0.215939
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.479288	0.331874	0.763651
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.008394	0.005812	0.013374
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.098639	0.068301	0.157162
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	3.878391	2.685521	6.179451
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	1.245599	1.766441	4.064626
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.068564	0.048969	0.112680
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	4.009073	6.832916	15.722713
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	0.605217	0.419071	0.964294
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	4.396411	8.528701	19.624758
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.048637	0.033678	0.077493
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	7.820631	25.257151	58.117340
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	6.848272	4.741961	10.911371
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.003379	0.002340	0.005384
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	1.043608	0.722627	1.662784
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	12.261065	18.896780	43.481972
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	3.059406	2.118430	4.874560
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	6.143771	27.483093	63.239292
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	0.000000	0.000000	0.000000
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.212179	0.146919	0.338065
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.066124	0.045786	0.105356
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	20.705814	79.114365	182.044174
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.000000	0.000000	0.000000
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.458529	0.317500	0.730576
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	1.021192	0.707106	1.627068
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	4.889948	12.756349	29.352682
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	1.601354	1.109739	2.553539
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	0.000000	0.000000	0.000000
ENSMUSG00000033740	St18	1	+	6557455	6931164	1.304600	2.212635	5.091329
ENSMUSG00000103329	Gm42492	1	-	6931461	6934375	0.275472	0.190746	0.438910
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	0.921994	0.638418	1.469016
ENSMUSG00000103903	Rps2-ps2	1	+	7734305	7735185	0.029398	0.020356	0.046840
ENSMUSG00000097797	Gm26901	1	-	7419630	7468093	0.058849	0.767241	1.765440
ENSMUSG00000051285	Pcmtd1	1	+	7159144	7243852	35.122177	35.320663	81.273743
ENSMUSG00000098201	Gm26983	1	-	7206423	7206810	0.085438	0.059160	0.136129
ENSMUSG00000103509	Gm38372	1	+	7218334	7222361	2.522494	1.746655	4.019097
ENSMUSG00000101571	Gm6187	1	-	9466998	9468912	0.000000	0.000000	0.000000
ENSMUSG00000061024	Rrs1	1	+	9615633	9617680	11.342439	7.853864	18.071941
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	0.703813	0.599249	1.378887
ENSMUSG00000025911	Adhfe1	1	+	9618173	9650898	5.400350	4.468065	10.281131
ENSMUSG00000079671	2610203C22Rik	1	-	9631057	9701400	0.045161	0.443393	1.020259
ENSMUSG00000081441	Gm6161	1	+	9644773	9645874	2.320658	1.606897	3.697511
ENSMUSG00000067879	Vxn	1	+	9671424	9697368	30.257692	20.951385	48.209667
ENSMUSG00000045210	Vcpip1	1	-	9788847	9818607	10.034465	6.948181	15.987942
ENSMUSG00000097893	1700034P13Rik	1	+	9817873	9862149	0.000000	0.000000	0.000000
ENSMUSG00000025915	Sgk3	1	+	9868332	9971070	1.999528	12.082855	27.802956
ENSMUSG00000046334	Gm6195	1	-	9872422	9872778	0.088235	0.061097	0.140585
ENSMUSG00000099032	Tcf24	1	-	10030388	10038157	0.018364	0.020204	0.046489
ENSMUSG00000104025	E330040D14Rik	1	+	10037539	10038912	0.000000	0.000000	0.000000
ENSMUSG00000025916	Ppp1r42	1	-	10038849	10079361	0.479317	0.354720	0.816219
ENSMUSG00000087199	Gm15818	1	+	10052612	10062591	0.000000	0.000000	0.000000
ENSMUSG00000046101	Mcmdc2	1	+	9978863	10012310	0.641476	0.844551	1.943332
ENSMUSG00000098234	Snhg6	1	-	10012184	10014343	10.642692	17.054245	39.242252
ENSMUSG00000093178	Snord87	1	-	10012688	10012774	0.356322	0.246729	0.567729
ENSMUSG00000025909	Sntg1	1	-	8431699	9370103	0.508878	4.675533	10.758519
ENSMUSG00000102647	Gm38024	1	-	8521184	8523715	0.259084	0.179398	0.412799
ENSMUSG00000086235	Gm16284	1	-	8538650	8539049	0.163750	0.113386	0.260903
ENSMUSG00000102253	Gm38259	1	-	8598004	8601537	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8713920	8715083	0.000000	0.000000	0.000000
ENSMUSG00000084353	Gm15452	1	-	8862147	8862386	0.277778	0.192342	0.442584
ENSMUSG00000103933	Gm36964	1	+	8886066	8886263	4.196096	2.905510	6.685652
ENSMUSG00000086195	Gm6152	1	-	8926152	8926491	0.008089	0.005601	0.012888
ENSMUSG00000104504	Gm7445	1	+	8926987	8927326	0.000000	0.000000	0.000000
ENSMUSG00000066693	Gm7493	1	-	9033220	9033845	0.349575	0.242057	0.556979
ENSMUSG00000102316	Gm37629	1	-	9261292	9262341	0.000000	0.000000	0.000000
ENSMUSG00000103819	Gm38008	1	-	9328842	9329359	0.000000	0.000000	0.000000
ENSMUSG00000102871	Gm37143	1	+	9357147	9360405	0.000000	0.000000	0.000000
ENSMUSG00000025917	Cops5	1	-	10094826	10108393	19.950926	31.758955	73.078163
ENSMUSG00000056763	Cspp1	1	+	10108212	10206993	1.606578	9.157290	21.071157
ENSMUSG00000102356	1700047N06Rik	1	-	10127250	10128169	0.000000	0.000000	0.000000
ENSMUSG00000100212	Gm5522	1	+	10875505	10876746	0.181965	0.125998	0.289925
ENSMUSG00000100648	Gm28659	1	+	10938912	10939670	0.013966	0.009671	0.022252
ENSMUSG00000067851	Arfgef1	1	-	10207796	10302895	12.472352	14.386340	33.103333
ENSMUSG00000102556	Gm37569	1	-	10267306	10269027	0.000000	0.000000	0.000000
ENSMUSG00000042501	Cpa6	1	-	10394945	10790170	0.023699	0.056799	0.130697
ENSMUSG00000103810	Gm38005	1	-	10519470	10522214	0.000000	0.000000	0.000000
ENSMUSG00000083422	Gm15604	1	-	10624323	10625778	0.000000	0.000000	0.000000
ENSMUSG00000119312	AC102469.1	1	-	10625779	10625885	0.000000	0.000000	0.000000
ENSMUSG00000081417	Gm15603	1	+	10765348	10765839	0.000000	0.000000	0.000000
ENSMUSG00000101610	Gm7560	1	+	12191184	12192056	0.309374	0.214220	0.492926
ENSMUSG00000097628	Gm2383	1	+	12635801	12636607	0.858420	0.594397	1.367723
ENSMUSG00000048960	Prex2	1	+	11063689	11373905	3.357433	5.279973	12.149352
ENSMUSG00000077318	Gm24173	1	-	11204335	11204462	0.000000	0.000000	0.000000
ENSMUSG00000101827	Gm28686	1	-	11293790	11294398	0.000000	0.000000	0.000000
ENSMUSG00000025938	Slco5a1	1	-	12936773	13062874	0.915147	1.946192	4.478236
ENSMUSG00000016918	Sulf1	1	+	12762501	12931416	2.091273	5.887639	13.547607
ENSMUSG00000057715	A830018L16Rik	1	+	11484329	12046125	6.736455	14.854936	34.181583
ENSMUSG00000103825	Gm38178	1	+	11487142	11489612	0.040469	0.028022	0.064479
ENSMUSG00000099845	Gm29273	1	-	11678363	11678624	0.000000	0.000000	0.000000
ENSMUSG00000103561	Gm38069	1	+	11774431	11776574	0.000000	0.000000	0.000000
ENSMUSG00000025935	Tram1	1	-	13634922	13660134	8.316412	6.278770	14.447612
ENSMUSG00000097711	Gm5523	1	-	13856107	13857103	1.718553	1.189981	2.738175
ENSMUSG00000005886	Ncoa2	1	-	13209329	13444307	11.411233	18.349777	42.223305
ENSMUSG00000103506	Gm38376	1	-	13247686	13249938	0.066578	0.046101	0.106079
ENSMUSG00000103495	Gm37409	1	-	13305033	13306658	0.061501	0.042585	0.097990
ENSMUSG00000102639	Gm38223	1	-	13360036	13360730	0.149640	0.103615	0.238422
ENSMUSG00000104170	Gm37702	1	-	13367260	13369131	0.120726	0.083595	0.192353
ENSMUSG00000087782	Gm23169	1	-	13404722	13404833	0.000000	0.000000	0.000000
ENSMUSG00000103085	Gm38120	1	-	13413787	13418428	0.000000	0.000000	0.000000
ENSMUSG00000102664	Gm38380	1	-	13424707	13426954	0.022242	0.015401	0.035438
ENSMUSG00000025937	Lactb2	1	-	13693554	13730770	5.115809	3.652669	8.404884
ENSMUSG00000102982	Gm38319	1	-	13711707	13712972	0.000000	0.000000	0.000000
ENSMUSG00000103492	Gm37412	1	+	14858869	14863189	0.012729	0.008814	0.020281
ENSMUSG00000054493	Gm9947	1	+	14823161	14847155	0.094644	0.234187	0.538871
ENSMUSG00000025930	Msc	1	-	14823570	14826216	0.158091	0.280870	0.646290
ENSMUSG00000081201	Smt3h2-ps4	1	-	14910093	14910380	4.639554	3.212574	7.392215
ENSMUSG00000025932	Eya1	1	-	14239178	14380459	0.968957	1.322243	3.042515
ENSMUSG00000102588	Gm37444	1	-	14325776	14326214	0.000000	0.000000	0.000000
ENSMUSG00000082193	Rpl5-ps1	1	+	14935296	14936189	23.042707	15.955501	36.714012
ENSMUSG00000032769	Trpa1	1	-	14942872	14989086	0.014544	0.010071	0.023173
ENSMUSG00000073737	Gm10566	1	-	15339026	15340021	17.676632	12.239860	28.164228
ENSMUSG00000101652	Gm6060	1	-	15830346	15830892	0.000000	0.000000	0.000000
ENSMUSG00000025925	Terf1	1	+	15875870	15914276	1.900045	2.639122	6.072688
ENSMUSG00000104379	Gm37509	1	+	15923555	15926723	0.244409	0.169237	0.389418
ENSMUSG00000032719	Sbspon	1	-	15924086	15962946	0.204319	0.141477	0.325542
ENSMUSG00000067795	4930444P10Rik	1	-	16136203	16163549	0.049927	0.038677	0.088997
ENSMUSG00000092083	Kcnb2	1	+	15357478	15793974	1.282756	1.066575	2.454217
ENSMUSG00000102937	Gm38116	1	+	15434526	15436058	0.000000	0.000000	0.000000
ENSMUSG00000104149	Gm37138	1	+	15626473	15628561	0.000000	0.000000	0.000000
ENSMUSG00000088829	Gm25227	1	-	15756159	15756270	0.000000	0.000000	0.000000
ENSMUSG00000104165	Gm38249	1	-	16278421	16280741	0.079707	0.055192	0.126997
ENSMUSG00000025921	Rdh10	1	+	16175998	16203958	4.928846	4.347932	10.004703
ENSMUSG00000043716	Rpl7	1	-	16171519	16174886	104.575722	166.579910	383.304565
ENSMUSG00000025939	Ube2w	1	-	16611014	16689713	3.429483	24.341135	56.009567
ENSMUSG00000102457	Gm38342	1	+	16688784	16691763	0.033617	0.023277	0.053562
ENSMUSG00000100868	Gm28095	1	+	16298730	16314286	0.053465	0.037021	0.085186
ENSMUSG00000025920	Stau2	1	-	16298898	16590336	15.610981	32.542358	74.880791
ENSMUSG00000089982	Gm7568	1	+	16323816	16338145	0.000000	0.000000	0.000000
ENSMUSG00000079658	Eloc	1	-	16711949	16727266	45.772812	52.764935	121.413452
ENSMUSG00000025779	Ly96	1	+	16758275	16779835	0.506366	0.566435	1.303382
ENSMUSG00000025940	Tmem70	1	+	16735431	16748499	21.798901	16.239613	37.367760
ENSMUSG00000091020	Gm5828	1	-	16838503	16840362	0.465323	0.322204	0.741400
ENSMUSG00000099899	Gm28784	1	+	17238627	17243327	0.174085	0.120542	0.277370
ENSMUSG00000102048	Gm6075	1	-	17499267	17499752	0.079777	0.055240	0.127109
ENSMUSG00000101589	Rbm6-ps1	1	-	17467636	17470505	0.234495	0.162372	0.373622
ENSMUSG00000101640	Gm28376	1	+	16968409	17161855	0.034520	0.023903	0.055001
ENSMUSG00000104133	4921511E07Rik	1	+	17001194	17002020	0.000000	0.000000	0.000000
ENSMUSG00000042686	Jph1	1	-	17034784	17168113	5.991762	4.311942	9.921889
ENSMUSG00000025777	Gdap1	1	+	17215586	17234495	19.102962	26.736172	61.520611
ENSMUSG00000067780	Pi15	1	+	17672125	17701163	0.059601	0.041270	0.094962
ENSMUSG00000100053	Gm28154	1	-	17685308	17711305	0.088284	0.061131	0.140663
ENSMUSG00000100554	Gm7690	1	+	18017265	18018663	0.087205	0.060384	0.138944
ENSMUSG00000099473	Gm18775	1	-	18063234	18069846	0.448678	0.310679	0.714880
ENSMUSG00000099591	Gm17969	1	+	18064037	18067707	0.178323	0.123476	0.284123
ENSMUSG00000109887	Gm28756	1	-	18064686	18129280	2.016122	1.611820	3.708838
ENSMUSG00000102001	Gm28755	1	-	18076185	18086410	0.000000	0.000000	0.000000
ENSMUSG00000101717	Gm45784	1	-	18118324	18128493	0.000000	0.000000	0.000000
ENSMUSG00000085125	Gm16070	1	-	17746251	17797870	0.095998	0.191096	0.439717
ENSMUSG00000025776	Crispld1	1	+	17797269	17836568	1.568727	1.096681	2.523491
ENSMUSG00000099895	Gm28153	1	-	17812139	17875641	0.158983	0.110085	0.253308
ENSMUSG00000100204	Gm4849	1	+	19401163	19403408	0.123998	0.085860	0.197566
ENSMUSG00000025927	Tfap2b	1	+	19279138	19308800	0.038496	0.035430	0.081526
ENSMUSG00000089787	Gm15825	1	-	19133524	19175064	0.306421	0.212176	0.488221
ENSMUSG00000042596	Tfap2d	1	+	19173246	19236570	0.528165	0.587724	1.352367
ENSMUSG00000100720	Gm10075	1	-	19223646	19224190	2.349972	1.627195	3.744217
ENSMUSG00000041872	Il17f	1	-	20847370	20860841	0.036906	0.140165	0.322523
ENSMUSG00000041859	Mcm3	1	-	20873192	20890536	0.801173	0.651003	1.497976
ENSMUSG00000100929	Gm28064	1	+	21015935	21017138	0.299534	0.207407	0.477248
ENSMUSG00000100819	Gm2693	1	+	21249212	21257651	0.089317	0.061846	0.142309
ENSMUSG00000041809	Efhc1	1	+	21021850	21061065	0.449728	0.383658	0.882808
ENSMUSG00000097934	6720483E21Rik	1	-	20958874	20960697	0.287500	0.199074	0.458075
ENSMUSG00000025931	Paqr8	1	+	20960830	21009874	7.844757	19.923975	45.845573
ENSMUSG00000077314	Gm24171	1	-	20985634	20985764	0.000000	0.000000	0.000000
ENSMUSG00000096375	Gm7094	1	+	21342627	21343130	0.464481	0.321621	0.740059
ENSMUSG00000041722	Khdc1c	1	+	21438555	21441069	0.025694	0.017791	0.040938
ENSMUSG00000041779	Tram2	1	-	21066523	21149453	0.356553	0.253316	0.582886
ENSMUSG00000043760	Pkhd1	1	-	20128003	20688288	0.000000	0.000000	0.000000
ENSMUSG00000104095	Gm37315	1	-	20132294	20135772	0.000000	0.000000	0.000000
ENSMUSG00000089914	4930486I03Rik	1	+	20426676	20462524	0.000000	0.000000	0.000000
ENSMUSG00000090142	Gm15795	1	-	20514482	20515034	0.265562	0.183884	0.423121
ENSMUSG00000070175	Gm24162	1	-	20515035	20515136	0.000000	0.000000	0.000000
ENSMUSG00000025933	Tmem14a	1	+	21288799	21300391	25.409697	20.081057	46.207024
ENSMUSG00000102633	Gm38224	1	+	21304946	21307045	0.051177	0.035437	0.081540
ENSMUSG00000025934	Gsta3	1	+	21310813	21335885	0.747007	1.810811	4.166723
ENSMUSG00000099343	Gm28836	1	-	21320583	21341817	0.000000	0.000000	0.000000
ENSMUSG00000097970	Gm27028	1	+	23330618	23331016	0.719086	0.497918	1.145722
ENSMUSG00000065567	Mir30c-2	1	+	23330782	23330865	0.001008	0.000698	0.001606
ENSMUSG00000100775	Gm29107	1	+	23332810	23333156	1.409222	0.975790	2.245317
ENSMUSG00000097920	Gm7784	1	+	23518620	23519608	0.017695	0.012253	0.028193
ENSMUSG00000041670	Rims1	1	-	22356475	22845203	5.418284	16.563591	38.113243
ENSMUSG00000097642	Gm26866	1	+	22779845	22780646	0.000000	0.000000	0.000000
ENSMUSG00000026158	Ogfrl1	1	-	23405505	23436853	19.747873	23.000723	52.925251
ENSMUSG00000028033	Kcnq5	1	-	21468627	22032166	11.272586	27.985004	64.394211
ENSMUSG00000104138	Gm36949	1	-	21524915	21527241	0.000000	0.000000	0.000000
ENSMUSG00000082935	Gm7658	1	-	21582157	21583280	3.178381	2.200812	5.064124
ENSMUSG00000103748	Gm38243	1	-	21909172	21910738	0.063816	0.044188	0.101678
