Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102348	Gm10568	1	+	3750378	3752011	0.061200	0.022174	0.051548
ENSMUSG00000102269	Gm7357	1	+	4593128	4596960	0.000000	0.000000	0.000000
ENSMUSG00000102735	Gm7369	1	+	4680694	4681629	0.014805	0.005364	0.012470
ENSMUSG00000098104	Gm6085	1	-	4758157	4759626	0.252381	0.091443	0.212578
ENSMUSG00000102175	Gm6119	1	-	4762442	4763647	0.190298	0.068949	0.160286
ENSMUSG00000025902	Sox17	1	-	4561154	4567577	2.377698	2.213524	5.145763
ENSMUSG00000104238	Gm37587	1	+	4566774	4569781	0.266926	0.099757	0.231904
ENSMUSG00000103922	Gm6123	1	+	4841354	4842422	8.282040	3.000768	6.975863
ENSMUSG00000033845	Mrpl15	1	-	4843429	4855962	7.245434	5.258905	12.225340
ENSMUSG00000102275	Gm37144	1	-	4848286	4849435	1.438261	0.521114	1.211430
ENSMUSG00000025900	Rp1	1	-	4069780	4479464	0.019747	0.024242	0.056354
ENSMUSG00000102948	Gm6101	1	-	4326457	4330742	0.049277	0.017854	0.041505
ENSMUSG00000104123	Gm37483	1	-	4433569	4435052	0.000000	0.000000	0.000000
ENSMUSG00000051951	Xkr4	1	-	3276124	3741721	11.655562	7.060376	16.413208
ENSMUSG00000102851	Gm18956	1	+	3322980	3323459	0.000000	0.000000	0.000000
ENSMUSG00000103377	Gm37180	1	-	3435954	3438772	0.000000	0.000000	0.000000
ENSMUSG00000104017	Gm37363	1	-	3445779	3448011	0.000000	0.000000	0.000000
ENSMUSG00000103025	Gm37686	1	-	3535200	3537508	0.000000	0.000000	0.000000
ENSMUSG00000089699	Gm1992	1	+	3536810	3583776	0.000000	0.000000	0.000000
ENSMUSG00000103201	Gm37329	1	-	3582674	3584730	0.000000	0.000000	0.000000
ENSMUSG00000103147	Gm7341	1	+	3602018	3602943	0.000000	0.000000	0.000000
ENSMUSG00000103161	Gm38148	1	-	3663115	3666126	0.000000	0.000000	0.000000
ENSMUSG00000102331	Gm19938	1	-	3717532	3729127	0.121817	0.044137	0.102605
ENSMUSG00000025903	Lypla1	1	+	4878011	4918633	5.622807	5.738680	13.340671
ENSMUSG00000104217	Gm37988	1	+	4878115	4956993	0.038990	0.014127	0.032841
ENSMUSG00000033813	Tcea1	1	+	4928037	4968132	16.873423	28.680916	66.674324
ENSMUSG00000062588	Gm6104	1	-	4950272	4950874	11.352405	4.113230	9.561996
ENSMUSG00000104046	Gm37567	1	+	5377962	5380240	0.034185	0.012386	0.028794
ENSMUSG00000033774	Npbwr1	1	-	5983926	5987617	1.566631	0.567625	1.319555
ENSMUSG00000025905	Oprk1	1	+	5658689	5676354	17.487268	13.865998	32.234188
ENSMUSG00000087247	Alkal1	1	+	6429442	6464955	0.102987	0.037314	0.086745
ENSMUSG00000103355	Gm2147	1	+	6450618	6451256	0.762128	0.276136	0.641931
ENSMUSG00000102706	Gm7417	1	-	6452858	6453330	0.000000	0.000000	0.000000
ENSMUSG00000103845	Gm19026	1	-	6499879	6511520	2.255518	0.817225	1.899796
ENSMUSG00000103280	Gm37277	1	-	4975974	4977084	5.577858	2.020983	4.698164
ENSMUSG00000002459	Rgs20	1	-	4979799	5140508	15.495507	34.786594	80.868156
ENSMUSG00000091305	Gm17100	1	-	4997251	4997522	1.132353	0.410277	0.953767
ENSMUSG00000102653	Gm37079	1	-	5008799	5010933	0.092740	0.033602	0.078114
ENSMUSG00000085623	Gm16041	1	+	5041080	5047043	0.000000	0.000000	0.000000
ENSMUSG00000091665	Gm17101	1	+	5133283	5134870	0.628284	0.227641	0.529196
ENSMUSG00000033793	Atp6v1h	1	+	5140241	5232752	41.963844	88.115044	204.840424
ENSMUSG00000102135	Gm37108	1	+	6986783	6993812	1.482436	0.537120	1.248638
ENSMUSG00000025907	Rb1cc1	1	+	6276421	6346872	9.201075	11.817327	27.471659
ENSMUSG00000090031	4732440D04Rik	1	-	6280090	6285517	2.408347	0.873347	2.030265
ENSMUSG00000033740	St18	1	+	6557455	6931164	2.423293	2.563967	5.960438
ENSMUSG00000103329	Gm42492	1	-	6931461	6934375	0.535849	0.194150	0.451339
ENSMUSG00000048538	Gm9826	1	+	7247963	7249261	2.159095	0.782288	1.818580
ENSMUSG00000103067	Gm30414	1	+	7568192	7588373	0.000000	0.000000	0.000000
ENSMUSG00000104226	Gm7470	1	+	7667603	7669697	0.011933	0.004324	0.010051
ENSMUSG00000103903	Rps2-ps2	1	+	7734305	7735185	0.006243	0.002262	0.005258
ENSMUSG00000097797	Gm26901	1	-	7419630	7468093	0.140483	0.978966	2.275794
ENSMUSG00000051285	Pcmtd1	1	+	7159144	7243852	55.654419	29.899609	69.507408
ENSMUSG00000098201	Gm26983	1	-	7206423	7206810	0.068299	0.024746	0.057527
ENSMUSG00000103509	Gm38372	1	+	7218334	7222361	6.852630	2.482861	5.771889
ENSMUSG00000101571	Gm6187	1	-	9466998	9468912	0.000000	0.000000	0.000000
ENSMUSG00000102272	Gm7512	1	+	9520804	9521973	0.083761	0.030348	0.070551
ENSMUSG00000103411	Gm18300	1	-	9569563	9571747	0.087482	0.031697	0.073685
ENSMUSG00000061024	Rrs1	1	+	9615633	9617680	20.950703	7.590907	17.646528
ENSMUSG00000025912	Mybl1	1	-	9737640	9770434	0.934098	0.555172	1.290604
ENSMUSG00000025911	Adhfe1	1	+	9618173	9650898	9.871531	5.118338	11.898563
ENSMUSG00000079671	2610203C22Rik	1	-	9631057	9701400	0.038887	0.239176	0.556011
ENSMUSG00000081441	Gm6161	1	+	9644773	9645874	5.279494	1.912878	4.446855
ENSMUSG00000067879	Vxn	1	+	9671424	9697368	15.395850	5.578260	12.967742
ENSMUSG00000045210	Vcpip1	1	-	9788847	9818607	17.520002	6.347888	14.756889
ENSMUSG00000097893	1700034P13Rik	1	+	9817873	9862149	0.024129	0.070287	0.163396
ENSMUSG00000025909	Sntg1	1	-	8431699	9370103	0.842257	4.461068	10.370613
ENSMUSG00000102647	Gm38024	1	-	8521184	8523715	0.241706	0.087575	0.203586
ENSMUSG00000086235	Gm16284	1	-	8538650	8539049	0.300000	0.108697	0.252686
ENSMUSG00000102253	Gm38259	1	-	8598004	8601537	0.000000	0.000000	0.000000
ENSMUSG00000103884	Gm37005	1	-	8713920	8715083	0.171821	0.062255	0.144723
ENSMUSG00000084353	Gm15452	1	-	8862147	8862386	0.226389	0.082026	0.190685
ENSMUSG00000103933	Gm36964	1	+	8886066	8886263	3.109534	1.126654	2.619123
ENSMUSG00000086195	Gm6152	1	-	8926152	8926491	0.061765	0.022379	0.052024
ENSMUSG00000104504	Gm7445	1	+	8926987	8927326	0.004118	0.001492	0.003469
ENSMUSG00000066693	Gm7493	1	-	9033220	9033845	0.884240	0.320380	0.744785
ENSMUSG00000102316	Gm37629	1	-	9261292	9262341	0.000000	0.000000	0.000000
