	Name	Description	mean	median
0	ENSG00000223972.5	DDX11L1	0.015731784232365147	0.0
1	ENSG00000227232.5	WASH7P	6.805207468879668	5.9325
2	ENSG00000278267.1	MIR6859-1	0.030639004149377595	0.0
3	ENSG00000243485.5	MIR1302-2HG	0.01699195020746888	0.0
4	ENSG00000237613.2	FAM138A	0.006850456431535271	0.0
5	ENSG00000268020.3	OR4G4P	0.02497547717842324	0.0
6	ENSG00000240361.1	OR4G11P	0.0355449377593361	0.0
7	ENSG00000186092.4	OR4F5	0.056987012448132784	0.036575
8	ENSG00000238009.6	RP11-34P13.7	0.18010311203319507	0.08341
9	ENSG00000233750.3	CICP27	0.5465402904564315	0.45545
10	ENSG00000268903.1	RP11-34P13.15	54.31040663900416	44.945
11	ENSG00000269981.1	RP11-34P13.16	84.96064730290456	76.205
12	ENSG00000239906.1	RP11-34P13.14	2.8144548962655604	2.4459999999999997
13	ENSG00000241860.6	RP11-34P13.13	0.29560597510373443	0.23415
14	ENSG00000222623.1	RNU6-1100P	0.007773858921161826	0.0
15	ENSG00000241599.1	RP11-34P13.9	0.006444315352697095	0.0
16	ENSG00000279928.2	ABC7-43046700E7.1	0.3415071369294606	0.2313
17	ENSG00000279457.4	RP11-34P13.18	12.049746887966805	11.005
18	ENSG00000273874.1	MIR6859-2	0.01602240663900415	0.0
19	ENSG00000228463.9	AP006222.2	1.0157746887966803	0.8270500000000001
20	ENSG00000236679.2	RPL23AP24	0.11296377593360996	0.08594500000000001
21	ENSG00000236743.1	RP5-857K21.15	0.002874854771784232	0.0
22	ENSG00000236601.2	RP4-669L17.2	0.01675904564315353	0.0
23	ENSG00000237094.11	RP4-669L17.10	0.31257365145228216	0.27095
24	ENSG00000269732.1	WBP1LP7	0.04874680497925312	0.0
25	ENSG00000278566.1	OR4F29	0.030026887966804975	0.0
26	ENSG00000233653.3	CICP7	0.012030858921161826	0.0
27	ENSG00000250575.1	RP4-669L17.8	0.1382997510373444	0.088185
28	ENSG00000278757.1	U6	0.023581327800829874	0.0
29	ENSG00000230021.8	RP5-857K21.4	0.036586784232365145	0.029785000000000002
30	ENSG00000235146.2	RP5-857K21.2	0.0006269709543568465	0.0
31	ENSG00000225972.1	MTND1P23	193.84331991701245	5.7490000000000006
32	ENSG00000225630.1	MTND2P28	401.3200746887967	343.5
33	ENSG00000237973.1	MTCO1P12	113.31274273858921	43.02500000000001
34	ENSG00000229344.1	MTCO2P12	20.374265560165977	9.001
35	ENSG00000240409.1	MTATP8P1	9.658173029045646	6.7485
36	ENSG00000248527.1	MTATP6P1	2266.155518672199	2228.0
37	ENSG00000198744.5	MTCO3P12	28.342248962655606	10.055
38	ENSG00000268663.1	WBP1LP6	0.03463244813278008	0.0
39	ENSG00000273547.1	OR4F16	0.023403360995850626	0.0
40	ENSG00000283574.1	RP11-206L10.17	0.0	0.0
41	ENSG00000229376.3	CICP3	0.10284016597510376	0.088435
42	ENSG00000228327.3	RP11-206L10.2	3.0617344398340247	2.8145
43	ENSG00000223181.1	RNU6-1199P	0.02695145228215768	0.0
44	ENSG00000229905.1	RP11-206L10.4	0.042374688796680486	0.0
45	ENSG00000237491.8	RP11-206L10.9	0.9740431535269708	0.8915
46	ENSG00000230092.7	RP11-206L10.8	1.5893970954356849	1.476
47	ENSG00000177757.2	FAM87B	0.3641180497925311	0.31575
