	Name	Description	mean	median
0	ENSG00000223972.5	DDX11L1	0.010057833333333334	0.0
1	ENSG00000227232.5	WASH7P	7.697155555555557	6.641
2	ENSG00000278267.1	MIR6859-1	0.025551666666666664	0.0
3	ENSG00000243485.5	MIR1302-2HG	0.0155965	0.0
4	ENSG00000237613.2	FAM138A	0.005417888888888889	0.0
5	ENSG00000268020.3	OR4G4P	0.02218233333333333	0.0
6	ENSG00000240361.1	OR4G11P	0.03014261111111112	0.0
7	ENSG00000186092.4	OR4F5	0.03662177777777778	0.0
8	ENSG00000238009.6	RP11-34P13.7	0.08101633333333334	0.02968
9	ENSG00000233750.3	CICP27	0.14050155555555552	0.1004
10	ENSG00000268903.1	RP11-34P13.15	13.108056666666664	9.533
11	ENSG00000269981.1	RP11-34P13.16	22.931596666666664	19.1
12	ENSG00000239906.1	RP11-34P13.14	0.8541813333333332	0.4686
13	ENSG00000241860.6	RP11-34P13.13	0.3993733888888888	0.2787
14	ENSG00000222623.1	RNU6-1100P	0.0	0.0
15	ENSG00000241599.1	RP11-34P13.9	0.0016590555555555555	0.0
16	ENSG00000279928.2	ABC7-43046700E7.1	0.19119355555555556	0.05741
17	ENSG00000279457.4	RP11-34P13.18	14.0122	12.96
18	ENSG00000273874.1	MIR6859-2	0.03444833333333333	0.0
19	ENSG00000228463.9	AP006222.2	0.7954684444444442	0.7297
20	ENSG00000236679.2	RPL23AP24	0.13710766666666668	0.115
21	ENSG00000236743.1	RP5-857K21.15	0.006561944444444445	0.0
22	ENSG00000236601.2	RP4-669L17.2	0.0202075	0.0
23	ENSG00000237094.11	RP4-669L17.10	0.7955166111111109	0.7402
24	ENSG00000269732.1	WBP1LP7	0.05771894444444444	0.0
25	ENSG00000278566.1	OR4F29	0.028684277777777774	0.0
26	ENSG00000233653.3	CICP7	0.015161666666666662	0.0
27	ENSG00000250575.1	RP4-669L17.8	0.08709777777777779	0.04147
28	ENSG00000278757.1	U6	0.02050333333333333	0.0
29	ENSG00000230021.8	RP5-857K21.4	0.08026177777777778	0.06804
30	ENSG00000235146.2	RP5-857K21.2	0.0055333333333333345	0.0
31	ENSG00000225972.1	MTND1P23	207.26156944444446	4.961
32	ENSG00000225630.1	MTND2P28	461.0270555555555	385.7
33	ENSG00000237973.1	MTCO1P12	81.8706388888889	26.4
34	ENSG00000229344.1	MTCO2P12	8.131300555555555	6.532
35	ENSG00000240409.1	MTATP8P1	10.610549444444443	7.526
36	ENSG00000248527.1	MTATP6P1	2012.102	2080.0
37	ENSG00000198744.5	MTCO3P12	16.48783333333333	10.11
38	ENSG00000268663.1	WBP1LP6	0.024587666666666664	0.0
39	ENSG00000273547.1	OR4F16	0.026108222222222224	0.0
40	ENSG00000283574.1	RP11-206L10.17	0.0	0.0
41	ENSG00000229376.3	CICP3	0.26486200000000004	0.251
42	ENSG00000228327.3	RP11-206L10.2	4.410177777777778	4.107
